Unnamed: 0,property_type,sector,society,price,price_per_sqft,built_up_area,bedRoom,bathroom,balcony,floorNum,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
2753,flat,sector 109,ats kocoon,1.7,9742.12,1550.0,3,3,3,21.0,Moderately Old,0,0,0,0,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
2754,flat,sector 72,spaze privy,1.9,9620.25,1787.0,3,3,3,10.0,Moderately Old,0,1,0,0,0,2,31,"28.4225° N, 77.0211° E",28.4225,77.0211
2755,flat,sector 79,godrej aria,1.0,6653.36,1300.0,2,2,2,4.0,Relatively New,1,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
2756,flat,sector 67,bestech park view spa next,3.32,12599.62,2385.0,4,5,3+,12.0,Moderately Old,0,1,0,0,0,2,174,"28.3859° N, 77.0608° E",28.3859,77.0608
2757,flat,sector 82,mapsko casa bella,0.86,8120.87,1234.0,3,3,3,5.0,Moderately Old,1,0,0,0,0,2,120,"28.3935° N, 76.9600° E",28.3935,76.96
2758,flat,sector 83,emaar palm gardens,1.75,9210.53,1549.0,3,3,3+,11.0,Relatively New,0,1,0,0,0,1,120,"28.3986° N, 76.9647° E",28.3986,76.9647
2760,flat,sector 81,bestech park view grand spa,2.35,8834.59,2511.0,3,4,3+,10.0,Relatively New,0,1,0,0,0,1,109,"28.3867° N, 76.9485° E",28.3867,76.9485
2761,house,sector 14,sector 14 rwa,6.5,26000.0,2500.0,5,5,0,4.0,Moderately Old,0,0,0,0,0,1,0,"28.4711° N, 77.0454° E",28.4711,77.0454
2762,flat,sector 37d,ramprastha primera,1.2,13333.33,1000.0,3,3,3,5.0,Relatively New,0,0,1,0,0,1,50,"28.4478° N, 76.9703° E",28.4478,76.9703
2764,house,sector 25,independent,6.6,36666.67,1800.0,6,7,3+,2.0,Moderately Old,1,1,0,0,0,2,119,"28.4844° N, 77.0860° E",28.4844,77.086
2765,flat,sector 110,my home,0.28,3167.42,1000.0,2,1,1,2.0,Relatively New,0,0,0,0,1,1,15,"28.5145° N, 77.0197° E",28.5145,77.0197
2766,house,sector 50,independent,6.5,21666.67,3000.0,5,6,0,1.0,Moderately Old,0,0,0,0,0,1,0,"28.4178° N, 77.0628° E",28.4178,77.0628
2767,flat,sector 109,sbtl caladium,1.9,6219.31,2765.0,4,4,3,8.0,Relatively New,0,1,0,0,0,1,151,"28.5073° N, 77.0089° E",28.5073,77.0089
2769,flat,sector 82,vatika the seven lamps,0.94,6568.83,1299.0,2,2,2,12.0,Relatively New,1,0,0,0,0,2,103,"28.3935° N, 76.9600° E",28.3935,76.96
2771,house,sector 5,house number b-34,0.8,8888.89,900.0,2,2,1,1.0,Old Property,0,0,0,0,0,1,0,"28.4794° N, 77.0176° E",28.4794,77.0176
2772,flat,sector 112,experion windchants,6.5,10416.67,4800.0,4,5,3,11.0,Relatively New,0,0,0,0,0,1,55,"28.5189° N, 77.0183° E",28.5189,77.0183
2773,flat,sector 78,umang monsoon breeze,0.8,4836.76,1472.0,3,2,2,7.0,Moderately Old,0,0,0,1,0,1,102,"28.3733° N, 76.9729° E",28.3733,76.9729
2774,flat,sector 89,m3m soulitude,1.28,8827.59,1611.0,3,3,2,4.0,Under Construction,1,0,0,0,0,1,114,"28.4253° N, 76.9439° E",28.4253,76.9439
2775,house,sector 81,bestech park view aindependentda,4.35,7936.51,5480.0,4,4,3,2.0,Relatively New,0,1,1,0,0,1,51,"28.3867° N, 76.9485° E",28.3867,76.9485
2776,house,sector 66,emaar mgf marbella,12.0,38095.24,3150.0,5,6,3+,3.0,Relatively New,0,1,1,0,0,2,153,"28.3925° N, 77.0541° E",28.3925,77.0541
2777,flat,sector 63a,birla navya,3.23,26871.88,1202.0,3,3,3,4.0,New Property,0,1,0,0,0,1,52,"28.3923° N, 77.0888° E",28.3923,77.0888
2778,flat,sector 106,paras dews,1.28,7272.73,1186.0,3,4,3+,24.0,Relatively New,0,1,0,0,0,1,49,"28.5007° N, 77.0003° E",28.5007,77.0003
2779,house,sector 36,independent,0.66,7166.12,823.0,2,2,3,4.0,New Property,0,0,0,0,0,1,0,"28.4160° N, 76.9914° E",28.416,76.9914
2780,flat,sector 110,indiabulls enigma,4.49,11572.16,3511.0,5,5,3+,4.0,Relatively New,0,1,0,0,0,1,165,"28.5145° N, 77.0197° E",28.5145,77.0197
2781,flat,sector 106,paras dews,1.25,11061.95,1186.0,3,4,3+,7.0,Relatively New,1,1,0,0,0,1,167,"28.5007° N, 77.0003° E",28.5007,77.0003
2782,flat,sector 113,la vida by tata housing,2.35,10599.91,2210.0,3,3,3,11.0,New Property,0,1,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
2783,flat,sector 63,dhoot time residency,2.2,12813.05,1554.0,3,4,3+,8.0,Moderately Old,1,0,0,0,0,2,61,"28.3971° N, 77.0867° E",28.3971,77.0867
2784,flat,sector 112,experion windchants,4.25,11294.18,3000.0,3,5,2,15.0,Relatively New,0,1,0,1,0,1,72,"28.5189° N, 77.0183° E",28.5189,77.0183
2785,house,sector 66,emaar mgf marbella,19.0,31666.67,6667.0,5,6,3+,3.0,Relatively New,0,1,1,1,0,2,110,"28.3925° N, 77.0541° E",28.3925,77.0541
2786,house,sector 43,independent,8.25,30555.56,2700.0,5,6,3+,3.0,Moderately Old,1,1,1,1,0,2,64,"28.4629° N, 77.0772° E",28.4629,77.0772
2787,flat,sector 104,ats triumph,2.52,8000.0,2800.0,4,4,3+,19.0,Relatively New,0,1,1,0,0,2,156,"28.4788° N, 76.9960° E",28.4788,76.996
2788,flat,sector 106,paras dews,1.35,8940.4,1678.0,4,3,3,19.0,Old Property,0,1,0,0,0,1,112,"28.5007° N, 77.0003° E",28.5007,77.0003
2789,flat,sector 50,the close south,3.1,12444.8,2450.0,3,4,3+,4.0,Moderately Old,0,1,0,0,0,2,165,"28.4178° N, 77.0628° E",28.4178,77.0628
2790,flat,sector 88a,godrej icon,1.31,8101.42,1463.0,2,2,3+,3.0,Relatively New,1,0,0,0,0,1,102,"28.4347° N, 76.9557° E",28.4347,76.9557
2791,flat,sector 112,experion windchants,3.0,11538.46,2600.0,3,3,2,2.0,Relatively New,0,0,0,0,1,2,49,"28.5189° N, 77.0183° E",28.5189,77.0183
2792,flat,sector 37d,bptp terra,2.08,10000.0,2211.0,4,4,3,0.0,New Property,1,1,0,1,0,1,121,"28.4478° N, 76.9703° E",28.4478,76.9703
2793,flat,sector 95,sidhartha ncr greens,0.56,5656.57,896.0,2,2,3,13.0,New Property,0,0,0,0,0,1,8,"28.4172° N, 76.9081° E",28.4172,76.9081
2794,flat,sector 48,vipul world,1.38,9484.54,1611.0,3,3,1,2.0,Relatively New,0,0,0,0,0,1,60,"28.4177° N, 77.0359° E",28.4177,77.0359
2795,house,sector 105,independent,9.9,49500.0,2000.0,2,2,2,3.0,Moderately Old,0,0,0,0,0,1,0,"28.4952° N, 77.0114° E",28.4952,77.0114
2796,house,sector 48,vipul tatvam villa,7.65,19125.0,4000.0,4,4,3,2.0,Moderately Old,1,1,0,0,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
2797,house,sector 23,independent,5.0,16244.31,3078.0,4,4,2,2.0,Old Property,0,0,0,0,0,1,7,"28.5121° N, 77.0478° E",28.5121,77.0478
2798,flat,sector 63a,aipl joy square,0.7,10101.01,693.0,1,1,0,7.0,Under Construction,0,0,0,0,0,1,0,"28.3923° N, 77.0888° E",28.3923,77.0888
2799,house,sector 38,independent,4.0,21786.49,1836.0,6,6,3+,4.0,Old Property,1,1,0,1,1,2,137,"28.4347° N, 77.0430° E",28.4347,77.043
2800,flat,sector 53,parsvnath exotica,6.44,19002.66,3068.0,4,4,3,7.0,Moderately Old,0,1,0,0,0,2,80,"28.4433° N, 77.0948° E",28.4433,77.0948
2801,house,sector 109,international city by sobha phase 2,6.8,12592.59,5400.0,4,5,3,2.0,Relatively New,0,1,0,0,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
2802,house,sector 91,dlf new town heights,2.5,7058.16,3400.0,4,4,3+,3.0,Moderately Old,1,1,1,1,0,2,80,"28.4014° N, 76.9225° E",28.4014,76.9225
2803,flat,sector 82,vatika independent floors,1.45,8055.56,1800.0,4,3,0,1.0,Relatively New,0,0,0,0,0,1,50,"28.3935° N, 76.9600° E",28.3935,76.96
2804,flat,sector 89,smart world gems,1.0,9009.01,1233.0,2,2,3,3.0,New Property,1,0,0,0,1,1,99,"28.4253° N, 76.9439° E",28.4253,76.9439
2805,flat,sector 67a,ireo the corridors,1.62,9380.43,1346.0,3,3,2,4.0,New Property,0,0,1,0,0,2,142,"28.3960° N, 77.0372° E",28.396,77.0372
2806,flat,sector 92,apartment,0.75,4687.5,1778.0,3,4,3,2.0,Moderately Old,1,0,0,0,0,1,113,"28.4079° N, 76.9153° E",28.4079,76.9153
2807,flat,sector 67,m3m merlin,3.4,14419.0,2123.0,3,4,3,15.0,Relatively New,0,1,0,0,0,2,110,"28.3859° N, 77.0608° E",28.3859,77.0608
2808,flat,sector 69,tulip violet,1.76,9513.51,1674.0,3,4,2,0.0,Relatively New,0,0,0,0,0,1,157,"28.3966° N, 77.0341° E",28.3966,77.0341
2809,house,sector 4,independent,1.9,8444.44,211.0,4,3,2,2.0,Moderately Old,0,0,1,1,0,2,46,"28.4738° N, 77.0107° E",28.4738,77.0107
2810,flat,sector 90,dlf regal gardens,1.78,8039.75,2005.0,4,4,3+,12.0,Relatively New,0,0,0,0,0,1,61,"28.4085° N, 76.9369° E",28.4085,76.9369
2811,flat,sector 79,mapsko mount ville,1.25,7716.05,1212.0,3,3,2,1.0,Relatively New,1,0,0,1,0,2,166,"28.3624° N, 76.9787° E",28.3624,76.9787
2812,flat,sector 89,smart world gems,0.9,8159.56,998.0,2,2,2,2.0,New Property,1,0,0,0,1,1,44,"28.4253° N, 76.9439° E",28.4253,76.9439
2814,flat,sector 85,ss the leaf,1.75,7267.44,2179.0,3,4,3,8.0,Relatively New,0,1,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
2816,flat,sector 47,unitech uniworld gardens,2.4,11505.27,1916.0,3,4,3+,10.0,Moderately Old,0,1,0,0,0,1,103,"28.4276° N, 77.0492° E",28.4276,77.0492
2817,flat,sector 107,signature global solera,0.5,7751.94,717.0,3,2,2,6.0,Relatively New,0,0,0,0,1,1,49,"28.5052° N, 76.9729° E",28.5052,76.9729
2818,flat,sector 102,emaar imperial gardens,1.85,9135.8,2250.0,3,3,3+,0.0,Relatively New,0,1,0,0,0,2,95,"28.4750° N, 76.9715° E",28.475,76.9715
2820,flat,sector 89,adani aangan galleria,0.25,5000.0,430.0,1,1,1,6.0,New Property,0,0,0,0,0,1,74,"28.4253° N, 76.9439° E",28.4253,76.9439
2821,flat,sector 65,emaar mgf emerald floors premier,2.75,13924.05,1975.0,4,4,3,3.0,Relatively New,1,1,0,0,0,2,113,"28.4030° N, 77.0690° E",28.403,77.069
2822,flat,sector 103,satya the hermitage,0.99,6653.23,1731.0,3,4,3+,2.0,Relatively New,0,1,0,1,0,1,174,"28.4949° N, 76.9845° E",28.4949,76.9845
2823,flat,sector 37c,piedmont taksila heights,1.0,6506.18,1708.0,3,3,3+,8.0,Relatively New,0,0,0,0,0,2,49,"28.4515° N, 76.9882° E",28.4515,76.9882
2824,flat,sector 89,m3m soulitude,1.42,9978.92,1581.0,3,3,2,3.0,New Property,0,0,0,0,0,1,15,"28.4253° N, 76.9439° E",28.4253,76.9439
2825,flat,sector 70,shree vardhman victoria,1.65,8461.54,2167.0,3,3,2,6.0,Relatively New,1,0,0,0,0,1,72,"28.3968° N, 77.0233° E",28.3968,77.0233
2826,flat,sector 48,bestech park view city,4.25,9334.5,4120.0,4,5,3+,14.0,Moderately Old,1,0,0,0,0,2,81,"28.4177° N, 77.0359° E",28.4177,77.0359
2827,flat,sector 43,silverglades hightown residences,4.2,19764.71,2125.0,3,4,2,7.0,Under Construction,0,0,0,0,0,1,42,"28.4629° N, 77.0772° E",28.4629,77.0772
2828,flat,sector 89,smart world gems,1.2,12526.1,1064.0,3,3,3,3.0,Under Construction,0,0,1,1,0,1,131,"28.4253° N, 76.9439° E",28.4253,76.9439
2829,flat,sector 85,ss,1.98,8222.59,2300.0,3,4,3,6.0,Relatively New,0,0,0,0,0,1,42,"28.4042° N, 76.9513° E",28.4042,76.9513
2830,flat,sector 67,ireo victory valley,3.5,14583.33,2490.0,3,4,3,24.0,Relatively New,0,1,0,1,0,2,149,"28.3859° N, 77.0608° E",28.3859,77.0608
2831,flat,sector 65,m3m golfestate,5.4,18126.89,2696.0,3,4,3,19.0,Moderately Old,1,1,0,0,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
2832,house,sector 9,independent,1.1,6111.11,200.0,4,3,1,2.0,Old Property,0,0,0,0,0,1,0,"28.4603° N, 77.0000° E",28.4603,77.0
2833,house,sector 7,independent,0.53,5888.89,900.0,2,2,0,1.0,Old Property,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
2834,flat,sector 70,tulip ivory,2.35,9791.67,2667.0,4,4,3+,8.0,Moderately Old,0,1,0,0,0,1,108,"28.3968° N, 77.0233° E",28.3968,77.0233
2835,flat,sector 2,bestech park view residency,1.36,7644.74,1611.0,3,3,3+,5.0,Moderately Old,0,0,0,0,0,1,84,"28.5095° N, 77.0320° E",28.5095,77.032
2837,house,sector 52,raj villas,8.0,25542.78,3132.0,6,5,3+,4.0,Moderately Old,0,0,0,0,0,1,0,"28.4379° N, 77.0785° E",28.4379,77.0785
2838,flat,sector 65,m3m heights,1.9,14996.05,1141.0,2,2,3,4.0,Under Construction,0,0,0,0,0,1,54,"28.4030° N, 77.0690° E",28.403,77.069
2839,flat,sector 33,godrej nature plus,1.9,9849.66,2143.0,3,3,3+,14.0,New Property,0,1,0,0,0,1,96,"28.4420° N, 77.0207° E",28.442,77.0207
2840,flat,sector 65,m3m golfestate,6.15,15998.96,4271.0,3,5,3+,1.0,Relatively New,0,1,0,0,0,0,49,"28.4030° N, 77.0690° E",28.403,77.069
2841,flat,sector 47,irwo westend towers,0.65,12059.37,599.0,1,1,2,3.0,Old Property,0,0,0,0,0,1,56,"28.4276° N, 77.0492° E",28.4276,77.0492
2842,flat,sector 37d,ramprastha skyz,1.0,4943.15,1833.0,3,5,3,11.0,Under Construction,0,1,0,0,1,1,8,"28.4478° N, 76.9703° E",28.4478,76.9703
2843,flat,sector 22,ambience creacions,4.8,19200.0,2778.0,4,6,3+,10.0,New Property,0,1,0,1,0,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
2844,flat,sector 61,pioneer park,1.6,11594.2,1533.0,2,2,2,21.0,Relatively New,0,1,0,0,0,1,105,"28.4050° N, 77.0963° E",28.405,77.0963
2845,flat,sector 77,umang winter hills,0.75,5588.67,1180.0,2,2,2,7.0,Relatively New,0,0,0,0,0,2,174,"28.3801° N, 76.9845° E",28.3801,76.9845
2846,flat,sector 67,bestech park view spa next,2.32,11989.66,1764.0,3,4,3+,14.0,Moderately Old,0,1,0,0,0,2,59,"28.3859° N, 77.0608° E",28.3859,77.0608
2847,flat,sector 65,m3m heights,2.33,18477.4,1141.0,2,2,3,35.0,Under Construction,0,0,0,0,0,2,49,"28.4030° N, 77.0690° E",28.403,77.069
2848,flat,sector 102,shapoorji pallonji joyville gurugram,1.4,10378.06,1166.0,2,2,2,11.0,New Property,0,0,0,0,0,2,49,"28.4750° N, 76.9715° E",28.475,76.9715
2849,flat,sector 54,dlf park place,6.75,24963.02,2076.0,4,4,2,8.0,Moderately Old,0,1,0,0,0,0,135,"28.4348° N, 77.1089° E",28.4348,77.1089
2850,flat,sector 63a,birla navya,3.7,15416.67,2667.0,3,3,3+,1.0,Under Construction,0,0,0,0,0,1,72,"28.3923° N, 77.0888° E",28.3923,77.0888
2851,flat,sector 85,ss the leaf,1.14,6433.41,1604.0,2,2,3,16.0,Relatively New,0,0,0,0,0,1,44,"28.4042° N, 76.9513° E",28.4042,76.9513
2854,flat,sector 33,godrej nature plus,1.2,13363.03,85.0,2,2,0,11.0,Under Construction,0,0,0,0,0,1,56,"28.4420° N, 77.0207° E",28.442,77.0207
2855,flat,sector 90,dlf new town heights,1.54,6514.38,2200.0,4,4,3+,12.0,Moderately Old,0,1,0,1,0,2,111,"28.4085° N, 76.9369° E",28.4085,76.9369
2856,flat,sector 37c,ild greens,0.9,5614.47,1500.0,3,3,3,0.0,Under Construction,0,0,0,0,0,1,66,"28.4515° N, 76.9882° E",28.4515,76.9882
2857,flat,sector 70,shree vardhman victoria,1.55,7948.72,1527.0,3,3,3,6.0,Relatively New,1,1,0,1,1,1,49,"28.3968° N, 77.0233° E",28.3968,77.0233
2858,flat,sector 110,indiabulls enigma,4.25,10953.61,3511.0,5,5,3+,4.0,Relatively New,0,1,0,0,0,1,101,"28.5145° N, 77.0197° E",28.5145,77.0197
2859,flat,sector 85,ss the leaf,2.15,7645.8,2545.0,4,5,3+,1.0,Relatively New,0,1,0,0,0,1,165,"28.4042° N, 76.9513° E",28.4042,76.9513
2860,flat,sector 65,emaar mgf emerald floors premier,2.3,13939.39,1833.0,3,4,3,3.0,Relatively New,1,1,1,1,0,0,174,"28.4030° N, 77.0690° E",28.403,77.069
2861,flat,sector 86,dlf new town heights,1.3,6735.75,1747.0,3,3,3,12.0,Moderately Old,0,1,0,0,0,2,165,"28.3986° N, 76.9384° E",28.3986,76.9384
2862,flat,sector 33,godrej nature plus,1.65,14335.36,1279.0,2,2,3,1.0,Under Construction,0,0,0,0,0,1,38,"28.4420° N, 77.0207° E",28.442,77.0207
2863,house,sector 67,ireo victory valley,8.0,22222.22,3600.0,6,7,3+,51.0,Moderately Old,1,1,0,1,0,2,49,"28.3859° N, 77.0608° E",28.3859,77.0608
2864,flat,sector 108,raheja vedaanta,0.7,4666.67,1468.0,2,2,1,10.0,Moderately Old,0,0,0,0,0,1,0,"28.5134° N, 76.9830° E",28.5134,76.983
2865,flat,sector 95,sidhartha ncr one phase,0.55,4867.26,1256.0,2,2,2,14.0,New Property,1,0,0,0,0,1,90,"28.4172° N, 76.9081° E",28.4172,76.9081
2866,flat,sector 67,ireo victory valley,2.95,12110.02,2236.0,3,3,3+,14.0,Moderately Old,0,1,0,1,0,2,165,"28.3859° N, 77.0608° E",28.3859,77.0608
2867,flat,sector 86,dlf new town heights,1.3,6735.75,1747.0,3,3,3,12.0,Moderately Old,0,1,0,1,0,1,106,"28.3986° N, 76.9384° E",28.3986,76.9384
2868,flat,sector 81,signature global city 81,0.89,8279.07,1194.0,2,2,2,3.0,Under Construction,0,0,0,0,1,1,20,"28.3867° N, 76.9485° E",28.3867,76.9485
2869,house,sector 104,hero homes,1.95,21195.65,920.0,3,5,3+,2.0,Moderately Old,0,0,0,0,0,1,64,"28.4788° N, 76.9960° E",28.4788,76.996
2870,flat,sector 95,sidhartha ncr one,0.57,4178.89,1364.0,2,2,2,10.0,New Property,0,0,0,0,0,1,0,"28.4172° N, 76.9081° E",28.4172,76.9081
2871,flat,sector 103,indiabulls centrum park,2.4,8347.83,2456.0,4,6,3+,15.0,Relatively New,0,1,0,0,0,1,156,"28.4949° N, 76.9845° E",28.4949,76.9845
2872,house,sector 57,ansals florence villa,3.3,19819.82,1665.0,4,3,3+,2.0,Moderately Old,1,1,1,1,0,1,151,"28.4232° N, 77.0752° E",28.4232,77.0752
2873,flat,sector 56,park view apartment,1.74,7565.22,2400.0,3,3,3+,2.0,Old Property,0,1,0,1,0,2,104,"28.4245° N, 77.0991° E",28.4245,77.0991
2874,flat,sector 95,rof ananda,0.38,6921.68,610.0,2,2,1,4.0,New Property,0,0,0,0,0,1,0,"28.4172° N, 76.9081° E",28.4172,76.9081
2875,flat,sector 66,emaar mgf palm terraces,4.5,10598.21,3321.0,5,5,3+,11.0,New Property,0,1,0,0,0,1,105,"28.3925° N, 77.0541° E",28.3925,77.0541
2876,flat,sector 90,dlf regal gardens,1.13,6647.06,1566.0,3,3,3+,8.0,Relatively New,0,0,0,0,1,1,72,"28.4085° N, 76.9369° E",28.4085,76.9369
2877,flat,sector 37c,imperia the esfera,0.87,5513.31,1300.0,2,3,3+,5.0,Relatively New,1,0,0,0,0,1,109,"28.4515° N, 76.9882° E",28.4515,76.9882
2878,house,sector 86,dlf new town heights,2.5,7058.16,3400.0,4,4,3+,3.0,Moderately Old,1,1,1,1,0,2,142,"28.3986° N, 76.9384° E",28.3986,76.9384
2879,house,sector 12,bhawani enclave,0.42,8235.29,567.0,3,3,0,2.0,New Property,0,0,0,1,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
2880,flat,sector 28,rose apartment,3.0,10482.18,2590.0,3,5,3+,8.0,Old Property,0,0,0,0,0,1,0,"28.4728° N, 77.0865° E",28.4728,77.0865
2881,flat,sector 91,tarc maceo,0.89,6339.03,1302.0,2,2,3+,9.0,Relatively New,0,0,0,0,1,2,13,"28.4014° N, 76.9225° E",28.4014,76.9225
2882,house,sector 13,independent,0.9,11464.97,785.0,2,4,3,3.0,Moderately Old,1,1,0,1,1,1,0,"28.4757° N, 77.0392° E",28.4757,77.0392
2883,flat,sector 68,supertech hues,0.82,6949.15,1068.0,2,2,3+,21.0,Under Construction,0,0,0,0,1,1,72,"28.3853° N, 77.0484° E",28.3853,77.0484
2885,flat,sector 37d,ramprastha primera,1.1,6111.11,1700.0,3,3,3,6.0,Relatively New,0,0,0,0,0,1,149,"28.4478° N, 76.9703° E",28.4478,76.9703
2886,house,sector 109,international city by sobha phase 2,11.25,25000.0,4500.0,7,5,3+,4.0,Relatively New,1,1,0,1,0,1,42,"28.5073° N, 77.0089° E",28.5073,77.0089
2887,flat,sector 103,on request,1.69,9145.02,1670.0,3,3,3+,8.0,Relatively New,0,0,0,0,0,1,49,"28.4949° N, 76.9845° E",28.4949,76.9845
2889,house,sector 12,independent,0.7,6034.48,1160.0,3,3,0,1.0,Relatively New,0,0,0,0,0,1,23,"28.4723° N, 77.0320° E",28.4723,77.032
2890,flat,sector 83,mapsko paradise,0.95,6299.73,1489.0,3,3,3,1.0,Moderately Old,0,0,0,0,0,1,0,"28.3986° N, 76.9647° E",28.3986,76.9647
2891,flat,sector 92,sare crescent parc,0.66,4977.38,1473.0,3,2,2,15.0,Relatively New,0,0,0,0,0,0,44,"28.4079° N, 76.9153° E",28.4079,76.9153
2892,flat,sector 99a,prime habitat,0.32,4657.93,601.0,2,2,1,7.0,Relatively New,0,0,0,0,0,1,44,"28.4561° N, 76.9542° E",28.4561,76.9542
2893,house,sector 4,not applicable,0.8,6088.28,146.0,5,4,3,3.0,Under Construction,0,0,0,0,0,1,0,"28.4738° N, 77.0107° E",28.4738,77.0107
2894,flat,sector 90,dlf regal gardens,1.21,6926.16,1581.0,3,3,3+,29.0,Relatively New,0,0,0,0,1,1,95,"28.4085° N, 76.9369° E",28.4085,76.9369
2895,flat,sector 56,park royal apartment,1.71,7600.0,2251.0,3,3,3+,5.0,Moderately Old,0,1,0,0,0,2,118,"28.4245° N, 77.0991° E",28.4245,77.0991
2896,flat,sector 82,vatika the seven lamps,0.78,5931.56,1175.0,2,2,2,0.0,Relatively New,0,0,0,0,0,2,103,"28.3935° N, 76.9600° E",28.3935,76.96
2897,flat,sector 49,orchid petals,1.9,10526.32,2006.0,3,3,3,9.0,Moderately Old,0,1,0,0,0,1,95,"28.4121° N, 77.0480° E",28.4121,77.048
2898,house,sector 2,independent,1.15,19360.27,594.0,3,3,2,2.0,Old Property,0,0,0,0,0,2,32,"28.5095° N, 77.0320° E",28.5095,77.032
2899,house,sector 12,independent,1.7,8000.0,2000.0,5,5,3,3.0,Moderately Old,0,0,0,1,1,1,9,"28.4723° N, 77.0320° E",28.4723,77.032
2900,flat,sector 37c,ild grand centra,0.95,5219.78,1820.0,3,1,0,0.0,Relatively New,0,0,0,0,0,1,0,"28.4515° N, 76.9882° E",28.4515,76.9882
2901,flat,sector 79,m3m antalya hills,1.15,7496.74,1200.0,3,3,3+,1.0,Under Construction,1,0,0,0,0,1,51,"28.3624° N, 76.9787° E",28.3624,76.9787
2902,house,sector 109,international city by sobha phase 1,6.75,10838.15,6228.0,4,4,3+,2.0,New Property,0,1,0,1,0,1,130,"28.5073° N, 77.0089° E",28.5073,77.0089
2903,house,sector 66,emaar mgf marbella,15.1,18605.22,8067.799999999999,5,5,3+,3.0,New Property,1,1,1,1,0,1,120,"28.3925° N, 77.0541° E",28.3925,77.0541
2904,flat,sector 107,signature global solera,0.5,7751.94,717.0,3,2,2,6.0,Relatively New,0,0,0,0,1,1,15,"28.5052° N, 76.9729° E",28.5052,76.9729
2905,flat,sector 2,bestech park view residency,1.59,8281.25,1738.0,3,4,3+,11.0,Moderately Old,0,1,0,0,0,1,100,"28.5095° N, 77.0320° E",28.5095,77.032
2906,flat,sector 77,emaar mgf palm hills,1.5,12744.27,1310.0,3,3,3,4.0,Relatively New,0,0,0,0,0,2,97,"28.3801° N, 76.9845° E",28.3801,76.9845
2907,flat,sector 90,green court,0.47,6811.59,767.0,2,2,1,0.0,New Property,0,0,0,0,0,1,49,"28.4085° N, 76.9369° E",28.4085,76.9369
2908,flat,sector 53,tulip monsella,5.6,19363.76,2617.0,3,3,3+,1.0,Under Construction,0,0,0,0,0,1,42,"28.4433° N, 77.0948° E",28.4433,77.0948
2909,flat,sector 84,antriksh heights,0.6,5000.0,1086.0,2,2,2,14.0,Relatively New,0,0,0,0,0,1,52,"28.3979° N, 76.9736° E",28.3979,76.9736
2910,flat,sector 74,m3m skywalk,1.47,10953.8,1281.0,2,2,3,26.0,New Property,0,0,0,0,0,2,31,"28.4158° N, 77.0118° E",28.4158,77.0118
2911,house,sector 48,vipul tatvam villa,8.5,26234.57,3240.0,4,6,3,3.0,Old Property,0,1,0,1,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
2912,flat,sector 39,city heights,1.75,8750.0,2222.0,3,4,3,3.0,Old Property,0,1,0,0,0,0,42,"28.4434° N, 77.0515° E",28.4434,77.0515
2913,flat,sector 104,godrej summit,0.82,9855.77,86.0,2,2,3,12.0,Relatively New,1,0,0,0,0,1,120,"28.4788° N, 76.9960° E",28.4788,76.996
2914,flat,sector 88a,godrej oasis,1.19,10162.25,1387.0,2,2,3,15.0,Relatively New,1,0,0,1,0,2,174,"28.4347° N, 76.9557° E",28.4347,76.9557
2915,flat,sector 69,surendra avenue 69,0.75,6818.18,1100.0,2,2,2,4.0,Moderately Old,0,0,0,0,0,1,0,"28.3966° N, 77.0341° E",28.3966,77.0341
2917,flat,sector 99a,pareena laxmi apartments,0.31,5904.76,583.0,2,2,2,6.0,New Property,0,0,0,0,0,1,74,"28.4561° N, 76.9542° E",28.4561,76.9542
2918,flat,sector 33,godrej nature plus,1.15,11557.79,103.0,2,2,2,15.0,Under Construction,0,0,0,0,0,1,38,"28.4420° N, 77.0207° E",28.442,77.0207
2919,flat,sector 69,tulip violet,1.75,8883.25,1783.0,4,4,1,12.0,Relatively New,0,0,0,0,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
2920,flat,sector 54,dlf park place,5.75,24688.71,2329.0,3,4,3,12.0,Relatively New,0,1,0,0,0,0,174,"28.4348° N, 77.1089° E",28.4348,77.1089
2922,flat,sector 37d,signature global city 37d ph 2,1.36,8848.41,1535.0,3,3,3,1.0,Under Construction,0,0,0,1,1,1,37,"28.4478° N, 76.9703° E",28.4478,76.9703
2923,flat,sector 85,orris carnation residency,1.1,6686.93,1467.0,3,4,3,6.0,Moderately Old,0,1,0,0,0,0,65,"28.4042° N, 76.9513° E",28.4042,76.9513
