property_type,sector,price,built_up_area,bedRoom,bathroom,balcony,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,sector 65,2.33,1141.0,2,2,3,Under Construction,0,0,0,0,0,2,Low,High Floor
flat,sector 102,1.4,1166.0,2,2,2,New Property,0,0,0,0,0,2,Low,High Floor
flat,sector 54,6.75,2076.0,4,4,2,Moderately Old,0,1,0,0,0,0,Medium,Mid Floor
flat,sector 63a,3.7,2667.0,3,3,3+,Under Construction,0,0,0,0,0,1,Medium,Low Floor
flat,sector 85,1.14,1604.0,2,2,3,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sohna road,0.87,1210.0,3,2,3,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 3 phase 2,0.4,1000.0,3,2,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 33,1.2,85.0,2,2,0,Under Construction,0,0,0,0,0,1,Medium,High Floor
flat,sector 90,1.54,2200.0,4,4,3+,Moderately Old,0,1,0,1,0,2,Medium,High Floor
flat,sector 37c,0.9,1500.0,3,3,3,Under Construction,0,0,0,0,0,1,Medium,
flat,sector 70,1.55,1527.0,3,3,3,Relatively New,1,1,0,1,1,1,Low,Mid Floor
flat,sector 110,4.25,3511.0,5,5,3+,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 85,2.15,2545.0,4,5,3+,Relatively New,0,1,0,0,0,1,High,Low Floor
flat,sector 65,2.3,1833.0,3,4,3,Relatively New,1,1,1,1,0,0,High,Mid Floor
flat,sector 86,1.3,1747.0,3,3,3,Moderately Old,0,1,0,0,0,2,High,High Floor
flat,sector 33,1.65,1279.0,2,2,3,Under Construction,0,0,0,0,0,1,Low,Low Floor
house,sector 67,8.0,3600.0,6,7,3+,Moderately Old,1,1,0,1,0,2,Low,High Floor
flat,sector 108,0.7,1468.0,2,2,1,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
flat,sector 95,0.55,1256.0,2,2,2,New Property,1,0,0,0,0,1,Medium,High Floor
flat,sector 67,2.95,2236.0,3,3,3+,Moderately Old,0,1,0,1,0,2,High,High Floor
flat,sector 86,1.3,1747.0,3,3,3,Moderately Old,0,1,0,1,0,1,Medium,High Floor
flat,sector 81,0.89,1194.0,2,2,2,Under Construction,0,0,0,0,1,1,Low,Mid Floor
house,sector 104,1.95,920.0,3,5,3+,Moderately Old,0,0,0,0,0,1,Medium,Low Floor
flat,sector 95,0.57,1364.0,2,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 103,2.4,2456.0,4,6,3+,Relatively New,0,1,0,0,0,1,High,High Floor
house,sector 57,3.3,1665.0,4,3,3+,Moderately Old,1,1,1,1,0,1,High,Low Floor
flat,sector 56,1.74,2400.0,3,3,3+,Old Property,0,1,0,1,0,2,Medium,Low Floor
flat,sector 95,0.38,610.0,2,2,1,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 66,4.5,3321.0,5,5,3+,New Property,0,1,0,0,0,1,Medium,High Floor
flat,sector 90,1.13,1566.0,3,3,3+,Relatively New,0,0,0,0,1,1,Medium,Mid Floor
flat,sector 37c,0.87,1300.0,2,3,3+,Relatively New,1,0,0,0,0,1,Medium,Mid Floor
house,sector 86,2.5,3400.0,4,4,3+,Moderately Old,1,1,1,1,0,2,Medium,Mid Floor
house,sector 12,0.42,567.0,3,3,0,New Property,0,0,0,1,0,1,Low,Low Floor
flat,sector 28,3.0,2590.0,3,5,3+,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 91,0.89,1302.0,2,2,3+,Relatively New,0,0,0,0,1,2,Low,Mid Floor
house,sector 13,0.9,785.0,2,4,3,Moderately Old,1,1,0,1,1,1,Low,Mid Floor
flat,sector 68,0.82,1068.0,2,2,3+,Under Construction,0,0,0,0,1,1,Medium,High Floor
flat,sohna road,0.2,474.042156,1,1,1,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 37d,1.1,1700.0,3,3,3,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 109,11.25,4500.0,7,5,3+,Relatively New,1,1,0,1,0,1,Low,Mid Floor
flat,sector 103,1.69,1670.0,3,3,3+,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sohna road,0.74,1344.0,2,2,3+,New Property,0,0,0,0,0,1,Medium,High Floor
house,sector 12,0.7,1160.0,3,3,0,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 83,0.95,1489.0,3,3,3,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 92,0.66,1473.0,3,2,2,Relatively New,0,0,0,0,0,0,Low,High Floor
flat,sector 99a,0.32,601.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
house,sector 4,0.8,146.0,5,4,3,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 90,1.21,1581.0,3,3,3+,Relatively New,0,0,0,0,1,1,Medium,High Floor
flat,sector 56,1.71,2251.0,3,3,3+,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 82,0.78,1175.0,2,2,2,Relatively New,0,0,0,0,0,2,Medium,
flat,sector 49,1.9,2006.0,3,3,3,Moderately Old,0,1,0,0,0,1,Medium,Mid Floor
house,sector 2,1.15,594.0,3,3,2,Old Property,0,0,0,0,0,2,Low,Low Floor
house,sector 12,1.7,2000.0,5,5,3,Moderately Old,0,0,0,1,1,1,Low,Mid Floor
flat,sector 37c,0.95,1820.0,3,1,0,Relatively New,0,0,0,0,0,1,Low,
flat,sector 79,1.15,1200.0,3,3,3+,Under Construction,1,0,0,0,0,1,Medium,Low Floor
house,sector 109,6.75,6228.0,4,4,3+,New Property,0,1,0,1,0,1,Medium,Low Floor
house,sector 66,15.1,8067.799999999999,5,5,3+,New Property,1,1,1,1,0,1,Medium,Mid Floor
flat,sector 107,0.5,717.0,3,2,2,Relatively New,0,0,0,0,1,1,Low,Mid Floor
flat,sector 2,1.59,1738.0,3,4,3+,Moderately Old,0,1,0,0,0,1,Medium,High Floor
flat,sector 77,1.5,1310.0,3,3,3,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 90,0.47,767.0,2,2,1,New Property,0,0,0,0,0,1,Low,
flat,sector 53,5.6,2617.0,3,3,3+,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 84,0.6,1086.0,2,2,2,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 74,1.47,1281.0,2,2,3,New Property,0,0,0,0,0,2,Low,High Floor
house,sector 48,8.5,3240.0,4,6,3,Old Property,0,1,0,1,1,1,Low,Mid Floor
flat,sector 39,1.75,2222.0,3,4,3,Old Property,0,1,0,0,0,0,Low,Mid Floor
flat,sector 104,0.82,86.0,2,2,3,Relatively New,1,0,0,0,0,1,Medium,High Floor
flat,sector 88a,1.19,1387.0,2,2,3,Relatively New,1,0,0,1,0,2,High,High Floor
flat,sector 69,0.75,1100.0,2,2,2,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
flat,sohna road,0.68,916.0,2,2,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 99a,0.31,583.0,2,2,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 33,1.15,103.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,High Floor
flat,sector 69,1.75,1783.0,4,4,1,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 54,5.75,2329.0,3,4,3,Relatively New,0,1,0,0,0,0,High,High Floor
flat,sector 9a,1.5,1833.0,4,3,3+,Relatively New,0,0,0,0,0,2,Low,Mid Floor
flat,sector 37d,1.36,1535.0,3,3,3,Under Construction,0,0,0,1,1,1,Low,Low Floor
flat,sector 85,1.1,1467.0,3,4,3,Moderately Old,0,1,0,0,0,0,Medium,Mid Floor
flat,sector 81,4.2,3512.0,4,4,3+,Relatively New,0,1,0,0,0,2,Medium,High Floor
house,sector 50,8.45,3231.0,3,3,2,Old Property,1,1,0,0,0,2,Medium,Low Floor
flat,sector 85,1.09,1638.0,2,2,3,Relatively New,0,0,1,0,0,1,High,Mid Floor
house,sector 28,9.0,3240.0,6,7,3+,Moderately Old,1,1,1,1,0,1,Medium,Mid Floor
house,sector 4,0.8,675.0,2,3,1,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 102,1.45,1315.0,3,3,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,manesar,1.2,2944.0,3,3,3+,Moderately Old,0,1,0,0,0,1,Low,Mid Floor
house,sector 7,6.5,4320.0,3,2,3+,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 33,2.3,2000.0,4,4,3+,New Property,0,1,0,1,0,1,Low,Mid Floor
house,sector 17,3.5,1440.0,2,5,3,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 79,0.83,1700.0,2,2,3,New Property,1,0,0,0,0,0,Low,Mid Floor
flat,sector 79,0.96,1012.0,2,2,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 49,2.35,2030.0,3,3,3,Relatively New,0,0,0,0,1,1,Low,High Floor
house,sector 109,1.87,2150.0,3,4,0,Relatively New,0,0,0,0,0,1,Low,High Floor
house,sector 89,1.25,1423.0,3,3,2,Under Construction,1,0,0,0,1,1,Low,Low Floor
flat,sector 69,1.7,1804.0,4,4,2,Relatively New,1,1,1,1,0,1,High,Mid Floor
flat,sector 74,1.55,1300.0,2,2,3+,Relatively New,0,0,0,0,1,1,Medium,High Floor
flat,sector 61,1.55,1041.0,2,2,1,Under Construction,1,0,0,0,0,1,Low,Mid Floor
flat,sector 4,0.42,833.0,2,2,1,Relatively New,0,0,0,0,0,2,Low,Mid Floor
flat,sector 2,0.35,800.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 83,1.75,1549.0,3,3,3,Relatively New,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 104,0.2,334.0,1,2,2,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 107,0.4,577.0,2,2,1,Relatively New,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 89,1.13,1473.0,3,3,2,Under Construction,1,0,0,0,0,1,Medium,Mid Floor
house,sector 57,3.49,1728.0,4,4,2,Moderately Old,1,1,0,1,0,2,Low,Mid Floor
flat,sector 86,1.55,1900.0,3,3,1,Relatively New,0,0,0,1,0,2,High,High Floor
flat,sector 67,0.56,889.0,2,2,1,New Property,0,0,0,0,0,1,Medium,Mid Floor
house,sector 14,4.5,2778.0,5,5,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 77,1.65,1765.0,4,3,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 90,0.9,1765.0,3,4,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 103,1.01,1338.0,2,2,3,Relatively New,0,0,1,0,0,2,High,Mid Floor
flat,sector 25,3.7,2333.0,4,4,3,Old Property,0,1,0,0,0,2,Low,High Floor
house,sector 38,2.1,900.0,2,7,3+,Relatively New,1,0,1,1,0,1,Low,Mid Floor
flat,sector 112,4.75,3405.0,3,5,3+,Relatively New,0,1,0,0,0,2,Low,Mid Floor
flat,sector 66,1.51,1188.0,2,2,2,Relatively New,0,0,0,1,0,2,Medium,Mid Floor
house,sector 112,7.99,6382.0,4,6,3,New Property,0,1,1,1,0,2,Medium,Low Floor
flat,sector 112,2.5,1939.03,2,2,3,Relatively New,1,0,0,1,0,2,High,Mid Floor
flat,sohna road,0.26,535.0,2,2,1,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 90,1.25,1608.0,3,4,3+,Old Property,0,1,0,0,0,0,Low,
flat,sector 90,0.95,1667.0,3,3,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 37d,1.8,1983.0,4,3,3,Relatively New,1,0,0,0,0,2,Medium,High Floor
house,sector 12,3.5,4800.0,8,8,3+,Relatively New,1,1,0,1,0,0,Medium,Mid Floor
flat,sector 102,1.75,1465.0,3,3,3+,Relatively New,0,0,0,0,0,1,Low,Low Floor
house,sector 50,9.8,3240.0,4,4,3,Moderately Old,0,1,0,0,0,1,Low,Low Floor
house,sector 67,1.5,200.0,5,3,2,New Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 69,1.66,1482.0,3,3,2,Relatively New,0,0,0,0,0,1,High,
flat,sector 89,0.42,769.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 102,0.97,828.0,2,2,2,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 113,1.85,1429.0,3,2,2,New Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 109,9.5,3600.0,7,6,3,Relatively New,1,1,0,1,0,1,Medium,Mid Floor
flat,sector 37c,1.0,1629.0,3,3,3,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 81,0.95,1150.0,2,2,2,Relatively New,0,0,0,0,0,2,High,High Floor
house,sector 43,9.5,2250.0,5,5,3+,Relatively New,0,1,0,1,0,2,Medium,Low Floor
flat,sector 56,1.5,1900.0,3,3,3+,Relatively New,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 108,1.2,1550.0,3,2,3+,Relatively New,0,1,0,1,0,2,High,High Floor
flat,sector 2,0.95,1281.0,2,2,3,Moderately Old,0,0,0,0,0,2,Medium,Low Floor
flat,sector 92,1.18,2518.0,4,4,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 70,1.63,1527.0,3,5,3,Relatively New,0,1,0,0,0,1,Low,High Floor
house,sector 109,6.5,5400.0,4,4,3+,New Property,0,1,0,0,0,2,High,Low Floor
house,sector 67a,1.83,2700.0,4,4,2,New Property,0,0,0,1,0,2,Medium,Mid Floor
flat,sector 90,1.24,1600.0,3,3,3+,Relatively New,0,0,0,0,1,1,Medium,Mid Floor
flat,sector 103,0.88,1232.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 85,2.1,2600.0,4,4,3,Relatively New,1,1,0,1,0,1,Low,Mid Floor
flat,sector 70,1.55,1527.0,3,5,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 104,4.45,7222.0,4,5,3+,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 33,1.3,1095.0,2,2,2,New Property,1,0,0,0,0,1,Low,Mid Floor
house,sector 11,1.8,2476.0,8,5,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sector 92,1.9,1920.0,4,4,3+,Relatively New,1,1,0,1,1,1,Low,Mid Floor
flat,sector 50,1.88,1790.0,3,3,3+,Moderately Old,0,0,0,0,1,2,High,High Floor
flat,sector 65,2.0,1433.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 83,1.19,1630.0,2,2,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 102,2.4,2334.0,3,4,3+,Relatively New,1,0,0,0,0,2,Low,Mid Floor
flat,sector 81,0.9,1231.0,2,2,3,New Property,0,0,0,0,1,1,Medium,Mid Floor
flat,sector 69,3.1,2817.0,4,6,3+,Relatively New,0,1,0,1,0,1,High,High Floor
flat,sector 22,4.78,2500.0,3,4,3,Relatively New,0,1,0,0,1,0,Medium,Mid Floor
flat,gwal pahari,0.56,1028.0,2,2,1,Old Property,0,0,0,0,0,2,Low,High Floor
house,sector 26,4.5,1350.0,5,5,3+,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 37c,1.25,1350.0,3,3,3,Relatively New,0,0,0,0,1,1,Low,Mid Floor
flat,sector 104,2.65,2851.0,4,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 113,2.35,1930.0,3,4,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 109,1.7,1550.0,3,3,3,Relatively New,0,0,0,0,0,1,Medium,High Floor
flat,sector 37d,0.55,543.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 107,1.15,1281.0,2,2,3,Relatively New,1,0,0,0,0,1,Low,
flat,sector 112,2.6,2441.0,2,2,3,Relatively New,0,0,0,0,0,1,High,Mid Floor
flat,sector 28,6.0,2983.0,3,3,2,Moderately Old,0,1,0,0,0,1,Low,Mid Floor
flat,sector 78,1.05,1853.0,3,3,3,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
flat,sector 89,1.25,1288.0,3,3,3,New Property,1,0,0,0,1,1,Medium,Mid Floor
house,sector 3,0.9,3500.0,3,4,3,Moderately Old,0,0,0,0,1,2,Low,Mid Floor
flat,sector 102,2.1,1945.0,3,4,3+,Relatively New,1,1,0,0,0,1,Medium,Mid Floor
flat,sector 112,5.31,3573.33,4,6,3+,Relatively New,0,1,0,1,0,1,Medium,High Floor
flat,sector 74,2.25,1900.0,3,3,3,Relatively New,1,0,0,0,0,1,High,Mid Floor
flat,sector 86,2.2,1747.0,3,3,1,Relatively New,0,0,0,1,0,0,Medium,Mid Floor
flat,sector 77,0.92,1602.0,3,3,3,Relatively New,0,0,0,0,1,2,Low,High Floor
flat,sector 85,2.7,3151.0,4,4,3+,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 36a,3.65,2297.0,3,3,2,New Property,0,0,0,0,0,1,Low,High Floor
house,sector 50,10.0,7000.0,5,7,2,Moderately Old,0,1,0,0,0,0,Low,Mid Floor
flat,sector 104,0.26,301.0,1,1,2,Relatively New,0,0,0,0,0,1,Medium,
flat,sector 102,1.45,1300.0,3,3,3,Relatively New,0,1,0,0,0,1,Low,Mid Floor
flat,sector 82,0.81,1176.0,2,2,2,Relatively New,0,0,0,0,0,2,Medium,High Floor
flat,sector 84,1.24,1650.0,3,3,3,Relatively New,1,0,0,0,0,2,High,Mid Floor
flat,sector 86,1.65,1715.0,3,4,3,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sector 9a,1.3,2580.0,4,4,3+,Old Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 92,0.75,1734.0,4,4,3+,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 95,0.46,809.0,2,2,2,New Property,1,0,0,0,0,1,Medium,High Floor
house,sector 21,1.6,120.0,5,5,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 56,0.52,475.0,1,1,1,Old Property,0,0,0,0,0,1,Low,Low Floor
house,sector 50,11.58,3240.0,5,5,3,Moderately Old,0,1,0,0,0,1,Low,Low Floor
flat,sector 79,1.93,2047.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 82,1.39,1955.0,3,3,3+,Relatively New,1,1,0,0,0,2,Medium,High Floor
flat,sector 90,1.0,1765.0,3,4,3,New Property,0,1,0,0,0,1,Medium,Mid Floor
house,sector 3,0.37,480.0,1,1,1,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 79,1.3,1215.0,3,3,2,Relatively New,1,0,0,1,0,1,High,Mid Floor
flat,sector 68,1.9,2288.0,3,3,3+,Under Construction,0,1,0,0,0,1,Low,Low Floor
flat,sector 79,2.01,2141.0,3,4,3+,Relatively New,0,1,0,0,0,1,High,Mid Floor
flat,sector 103,1.25,1464.0,3,3,3+,New Property,0,0,0,1,0,1,Medium,Low Floor
flat,sector 69,1.8,1819.0,4,4,2,Relatively New,0,0,0,1,0,2,High,Mid Floor
flat,sector 2,1.51,1738.0,3,4,3+,Moderately Old,0,1,0,0,0,2,Medium,Mid Floor
flat,sector 104,2.0,2072.0,3,4,3+,Relatively New,0,1,0,0,0,1,Medium,Mid Floor
flat,sohna road,0.88,1016.0,2,2,2,Relatively New,0,0,0,0,0,0,Medium,High Floor
flat,sector 53,4.8,2500.0,3,4,3+,Relatively New,0,1,0,1,1,2,High,Mid Floor
house,sector 66,9.01,5574.7,4,4,3+,Relatively New,0,1,1,0,0,1,Medium,Mid Floor
flat,sector 107,1.21,1713.0,3,3,3,Moderately Old,0,0,0,0,0,2,Medium,Mid Floor
house,sector 70a,5.35,6000.0,4,4,3+,Relatively New,1,1,1,1,0,2,High,Mid Floor
flat,sector 103,1.32,1300.0,3,3,3+,Relatively New,1,0,0,0,0,1,Low,Mid Floor
flat,sector 102,1.9,1710.0,3,4,3,Relatively New,0,1,0,0,0,1,High,Mid Floor
house,sector 50,6.95,2160.0,3,3,1,Moderately Old,0,1,0,0,0,1,High,Low Floor
flat,sector 22,1.75,1249.0,2,2,2,Under Construction,0,0,0,0,0,1,Medium,High Floor
flat,sohna road,0.21,484.0,1,1,0,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 3,0.58,900.0,2,2,2,Old Property,0,0,0,0,0,1,Medium,Low Floor
house,sector 25,6.5,1800.0,4,3,3,Moderately Old,1,0,0,1,0,1,Low,Mid Floor
flat,sector 65,2.8,2194.0,4,4,3,Relatively New,1,1,0,0,0,2,Medium,Low Floor
flat,sector 82a,3.85,5711.0,5,6,3+,New Property,0,1,0,1,0,1,Medium,Mid Floor
flat,sector 108,1.68,1338.29,3,3,3+,Relatively New,1,1,0,0,0,2,Medium,Mid Floor
flat,sector 77,1.05,1600.0,3,3,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
house,sector 48,7.35,3222.0,4,5,2,Moderately Old,1,1,1,1,0,2,Medium,Low Floor
house,sector 25,7.5,2300.5,9,9,3+,Relatively New,1,1,0,1,0,2,High,Mid Floor
flat,sector 86,1.54,2139.0,4,4,3+,Moderately Old,1,1,0,1,0,1,Medium,High Floor
flat,sector 106,1.82,1359.0,3,2,2,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 28,0.95,1188.0,2,1,1,Old Property,0,0,0,0,0,1,Medium,Low Floor
flat,sector 99,0.92,1235.0,2,2,3+,Under Construction,0,0,0,0,0,1,Medium,High Floor
flat,sohna road,0.21,500.0,1,1,1,New Property,0,0,0,0,0,1,Low,High Floor
flat,sector 95,0.8,713.0,2,2,3,New Property,1,0,0,0,0,1,Medium,Mid Floor
house,sector 47,8.81,3240.0,8,6,3+,Moderately Old,1,1,0,0,1,2,Low,Mid Floor
flat,sector 83,1.42,2000.0,4,4,3,Relatively New,1,1,0,0,0,1,Medium,Mid Floor
house,sector 3 phase 2,0.4,500.0,2,1,0,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 89,1.32,867.0,3,3,3,Under Construction,0,0,0,0,0,1,Low,Low Floor
flat,sector 68,2.22,1403.0,3,2,3,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 69,1.4,1392.0,3,3,1,Relatively New,0,0,0,0,0,2,High,High Floor
flat,sector 33,1.2,1492.0,2,2,2,Under Construction,0,0,0,0,0,1,Medium,
flat,sector 108,2.1,1250.0,2,2,2,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 70a,2.4,1946.0,3,3,3,Relatively New,0,1,0,0,0,1,Medium,High Floor
flat,sector 85,1.65,2179.0,3,4,3,New Property,0,0,0,1,0,1,Low,Mid Floor
flat,sector 48,11.25,4422.0,4,5,3+,Relatively New,0,1,0,1,0,1,Low,Low Floor
house,sector 105,0.43,1050.0,3,3,3,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 109,1.5,2519.0,3,3,1,New Property,0,1,0,0,0,1,Low,Mid Floor
house,sector 6,0.4,1600.0,4,2,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,sohna road,0.73,1148.0,2,2,3,Relatively New,0,0,0,1,0,1,Medium,Mid Floor
flat,sector 109,1.4,1466.0,3,3,3+,Relatively New,0,0,0,0,0,1,Low,Mid Floor
flat,sector 43,8.44,5000.0,4,5,3,Moderately Old,0,1,0,0,0,0,Medium,Mid Floor
flat,sohna road,0.65,822.0,2,2,3,New Property,0,0,0,0,0,1,Medium,Low Floor
flat,sector 95,0.22,308.0,1,1,1,New Property,0,0,0,0,0,1,Low,Low Floor
flat,sector 89,1.2,1423.0,3,3,2,New Property,0,0,0,0,0,1,Low,Low Floor
house,sector 66,12.0,3240.0,4,4,3+,Relatively New,1,1,1,1,0,2,High,Mid Floor
house,sector 26,17.3,4518.0,6,7,3+,New Property,1,1,1,1,0,2,Medium,Mid Floor
flat,sector 90,1.15,1747.0,3,3,3+,Relatively New,0,1,0,1,0,1,Medium,Mid Floor
flat,sohna road,0.25,600.0,1,1,1,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 92,0.68,1442.0,3,3,2,Relatively New,0,0,0,1,0,1,Medium,High Floor
flat,sector 107,0.28,543.0,2,2,2,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 37c,0.9,1435.0,3,3,3,Relatively New,0,0,0,0,0,1,Medium,Mid Floor
house,sector 49,4.05,2000.0,3,3,3,Moderately Old,0,1,1,0,0,1,Low,Low Floor
house,sector 13,4.5,4950.0,4,5,2,Old Property,0,0,0,0,0,1,Low,Low Floor
flat,sohna road,0.35,699.0,2,2,1,New Property,0,0,0,0,0,1,Medium,Low Floor
flat,sector 81,1.45,1650.0,3,3,3,Relatively New,0,0,0,0,1,2,Medium,Mid Floor
flat,sector 51,0.71,1007.0,2,2,1,Relatively New,0,0,0,0,0,1,Low,Mid Floor
house,sector 8,0.45,556.0,1,1,1,Moderately Old,0,0,0,0,0,1,Low,Mid Floor
house,sector 82,6.5,3240.0,4,3,0,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 92,0.75,1556.0,3,2,2,Relatively New,0,0,0,0,0,1,Low,High Floor
flat,sector 43,2.0,1467.0,3,3,2,Old Property,0,1,0,0,0,0,Low,Low Floor
flat,sohna road,0.95,1210.723472,3,2,3+,Relatively New,0,0,0,0,0,1,Low,Low Floor
flat,sector 69,1.38,1709.0,3,3,1,Relatively New,0,0,0,0,0,1,High,High Floor
flat,sector 39,2.0,3556.0,5,4,3,Old Property,0,1,0,0,0,0,Low,Mid Floor
flat,sector 60,3.7,2534.0,4,5,3,Relatively New,0,1,0,0,0,2,High,Mid Floor
flat,sector 69,1.42,1428.0,3,3,2,Relatively New,0,0,0,1,0,2,Medium,Mid Floor
flat,sector 83,1.12,1500.0,3,3,2,Moderately Old,0,0,0,0,0,2,Medium,High Floor
house,sector 2,0.35,600.0,2,2,0,New Property,0,0,0,0,0,1,Low,Low Floor
flat,sohna road,0.79,978.0,3,2,3+,Under Construction,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 81,0.82,955.0,2,2,3,Relatively New,0,0,0,0,0,1,Medium,Low Floor
flat,sector 3,1.3,1604.0,2,2,2,Under Construction,0,0,0,0,0,1,Low,Mid Floor
flat,sector 85,1.25,1616.0,3,4,2,Relatively New,0,1,0,0,0,2,Low,Mid Floor
flat,sector 60,2.05,1520.0,2,3,2,Relatively New,0,0,1,0,0,2,High,Low Floor
flat,sector 37c,0.85,1442.0,2,3,3,Relatively New,1,0,0,0,0,1,Low,Mid Floor
house,sohna road road,0.49,1150.0,2,2,1,New Property,0,0,0,0,0,1,Low,Mid Floor
flat,sector 88a,1.5,1674.0,3,3,3+,New Property,0,0,0,0,0,1,Low,High Floor
flat,dwarka expressway,2.0,1357.0,3,3,3,New Property,0,0,0,0,0,1,Low,Mid Floor
house,sector 24,2.75,3000.0,7,7,3+,Moderately Old,0,0,0,0,1,2,Low,Mid Floor
house,sector 11,0.44,128.0,3,2,1,Relatively New,0,0,0,1,1,1,Low,Low Floor
flat,sector 103,1.12,1734.0,3,4,3+,New Property,0,1,0,0,0,1,Low,Mid Floor
house,sector 31,4.6,1426.0,2,2,2,Moderately Old,0,0,0,0,0,1,Low,Low Floor
flat,manesar,0.81,1900.0,3,3,3+,Moderately Old,0,1,0,0,0,1,Medium,Low Floor
house,sector 50,11.0,2700.0,4,4,3+,Moderately Old,0,1,0,0,0,2,Medium,Low Floor
