property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sector 107,signature global solera,0.37,548.0,6751.0,,,548.0,2,2,1,10.0,South,Relatively New,0,0,0,0,0,1,73
flat,sector 60,ireo skyon,2.5,1550.0,16129.0,,,1550.0,2,3,2,4.0,North-West,Relatively New,1,0,0,0,0,1,100
flat,sector 112,experion windchants,5.6,4848.0,11551.0,3655.35,,4848.0,4,6,3+,8.0,North-East,Relatively New,0,1,0,0,0,2,168
flat,sector 70,shree vardhman victoria,1.65,1950.0,8461.0,,1267.0,1950.0,3,4,3,1.0,North,Relatively New,0,1,0,0,0,0,167
flat,sector 107,m3m woodshire,1.65,2768.0,5960.0,,,2768.0,4,5,3+,12.0,North-West,Relatively New,0,1,0,0,0,1,21
flat,sector 102,adani m2k oyster grande,1.95,2579.0,7561.0,,,2579.0,3,4,3,9.0,South,Relatively New,1,1,0,0,0,2,83
flat,sector 113,tata gurgaon gateway,3.21,2715.0,11825.0,,,2520.0,3,3,3,9.0,,New Property,0,0,0,0,0,1,49
house,sector 26,independent,18.4,98978.0,1859.0,,11000.0,,6,8,3+,4.0,South,Relatively New,0,1,1,1,0,2,60
flat,sector 84,ss the coralwood,1.1,2265.0,4857.0,,,1750.0,3,3,2,9.0,North,Relatively New,0,0,0,0,0,1,75
flat,sector 37d,signature global city 37d ph 2,1.35,1440.0,9375.0,,1440.0,,3,3,3+,3.0,,Under Construction,0,0,0,1,0,1,51
flat,sector 80,godrej frontier,1.4,2262.0,6189.0,1854.0,1576.0,2262.0,3,4,2,10.0,North-West,Moderately Old,0,0,1,1,0,1,111
flat,sector 83,vatika lifestyle homes,1.15,1400.0,8214.0,,1400.0,1832.0,3,3,1,7.0,South-West,Moderately Old,0,0,0,0,0,2,95
flat,sector 85,ss the leaf,1.2,1640.0,7317.0,,1148.0,1640.0,2,2,3+,14.0,East,Relatively New,0,0,1,0,0,1,141
house,sector 49,eros rosewood city,3.75,1701.0,22046.0,1701.0,,,3,3,1,2.0,South,Old Property,0,0,0,1,0,2,6
flat,sector 78,umang monsoon breeze,0.95,1730.0,5491.0,1730.0,,,3,3,2,9.0,East,Relatively New,0,0,0,0,0,2,65
house,sector 36,independent,0.75,1081.0,6938.0,1081.0,,,3,1,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 14,unitech heritage city,4.26,3250.0,13108.0,3250.0,,,4,4,0,9.0,,Undefined,0,0,0,0,0,1,0
flat,sector 79,supertech araville,1.1,1950.0,5641.0,,1950.0,,3,3,3,1.0,,Relatively New,0,0,0,0,0,2,106
house,sector 105,independent,0.74,1000.0,7400.0,1000.0,,,3,3,0,2.0,,Undefined,0,0,0,0,0,1,0
house,sector 65,emaar emerald hills,12.5,3600.0,34722.0,3600.0,,,4,4,3+,2.0,East,Relatively New,1,1,0,0,0,1,56
flat,sector 49,orchid petals,1.9,1805.0,10526.0,1600.0,1400.0,1805.0,3,3,3,2.0,South,Old Property,0,0,0,0,1,2,49
flat,sector 66,emaar mgf the palm drive,2.8,1700.0,16470.0,1920.0,1700.0,1950.0,3,4,3,8.0,North-East,Relatively New,0,1,0,0,0,2,117
house,sector 8,independent,0.82,900.0,9111.0,900.0,,,4,3,3,2.0,North,Moderately Old,0,0,0,0,0,1,12
house,sector 28,independent,4.5,360.0,125000.0,360.0,,,4,4,0,4.0,,Undefined,0,0,0,0,0,1,0
flat,sector 81,bestech park view grand spa,4.5,4200.0,10714.0,,,4200.0,4,6,3+,17.0,,Relatively New,0,1,0,0,0,2,44
flat,sector 56,the lions cghs,2.05,2600.0,7884.0,2500.0,2400.0,2600.0,4,4,3+,6.0,South,Relatively New,0,0,0,0,1,2,101
flat,sector 111,lotus homz,0.6,710.0,8450.0,,710.0,,2,2,3,9.0,East,New Property,0,0,0,0,0,1,52
flat,sector 66,emaar mgf the palm drive,3.98,2200.0,18090.0,,,2200.0,3,4,3+,2.0,South-East,Moderately Old,0,1,0,0,0,2,123
flat,sohna road,breez global heights,0.42,654.0,6420.0,,,623.0,2,2,2,2.0,,New Property,0,0,0,0,0,1,73
flat,sector 66,bptp mansions park prime,2.7,2764.0,9768.0,,,2764.0,4,4,3,6.0,,Relatively New,0,1,0,0,1,1,13
flat,sector 111,puri diplomatic greens,3.45,2950.0,11694.0,,,2950.0,4,5,3+,10.0,North,Relatively New,0,1,0,0,0,1,101
flat,sector 33,central park flower valley,2.5,1884.0,13270.0,,1884.0,,3,3,2,1.0,,Undefined,0,0,0,0,0,1,66
flat,sector 85,ss the leaf,1.1,1150.0,9565.0,1600.0,1150.0,1640.0,2,2,3,10.0,West,Relatively New,0,0,0,1,0,1,150
house,sector 104,shree krishna homes,0.48,96.0,50000.0,795.0,720.0,,2,2,1,1.0,North-East,New Property,1,0,0,1,1,1,44
flat,sector 92,sare crescent parc,0.87,1750.0,4971.0,,,1750.0,4,4,2,2.0,East,Moderately Old,0,0,1,0,0,0,115
flat,sector 14,essel towers,2.2,1760.0,12500.0,,1760.0,,3,4,3+,3.0,,Undefined,0,0,0,0,0,1,0
flat,sector 74,m3m skywalk,2.25,1650.0,13636.0,1938.0,1650.0,2038.0,3,3,2,9.0,South,Relatively New,0,1,0,0,0,2,174
house,sector 26,dlf city plots,13.5,4518.0,29880.0,4518.0,,,5,5,3,2.0,East,Old Property,1,1,1,1,0,2,110
flat,sector 104,hero homes,1.35,1411.0,9565.0,,861.97,1359.0,3,2,2,18.0,East,New Property,0,0,0,0,0,1,49
flat,sohna road,mvn athens,0.27,458.0,5901.0,,457.46574999999996,,2,2,1,0.0,,Relatively New,0,0,0,0,0,2,69
flat,sector 61,smart world orchard,2.55,1630.0,15644.0,,1630.0,,3,3,2,4.0,,New Property,0,0,0,0,1,1,30
flat,sector 107,signature global solera,0.28,489.0,5725.0,,489.0,,2,2,2,6.0,West,Relatively New,0,0,0,0,0,1,45
flat,sector 88a,godrej icon,1.65,1825.0,9041.0,,,1825.0,3,3,3,12.0,,New Property,0,0,0,0,0,1,60
flat,sector 49,vatika city,3.6,3020.0,11920.0,,3020.0,,4,5,3,7.0,,Moderately Old,0,1,0,1,0,0,15
flat,sector 61,smart world orchard,1.6,1150.0,13913.0,,1150.0,,2,2,2,4.0,North-East,New Property,1,0,0,0,1,1,29
house,sector 43,ansal sushant lok plots,5.8,1935.0,29974.0,1935.0,,,6,6,3,2.0,South-West,Relatively New,0,1,0,0,1,2,49
flat,sector 88a,breez global heights 88a,0.5,597.0,8375.0,,597.0,,3,2,2,2.0,,Under Construction,0,0,0,0,0,1,15
flat,sector 33,central park flower valley,1.4,650.0,21538.0,,,650.0,3,3,3,2.0,,Under Construction,0,0,0,0,0,1,54
house,sector 14,independent,5.0,2250.0,22222.0,2250.0,,,3,3,3,1.0,South,Moderately Old,0,0,0,0,0,1,25
house,sector 17,iffco nagar and 17b rwa,2.98,1449.0,20566.0,1449.0,,,6,6,3+,3.0,East,Relatively New,1,0,0,1,0,1,78
flat,sector 60,ireo skyon,3.05,2385.0,12788.0,2300.0,2200.0,2385.0,3,3,3,9.0,South-East,Relatively New,0,1,0,0,0,2,165
flat,sector 65,emaar mgf emerald floors premier,2.29,1650.0,13878.0,,1650.0,,3,4,3+,2.0,West,Relatively New,1,1,0,0,0,0,174
flat,sohna road,gls arawali homes,0.35,576.0,6076.0,,,576.0,2,2,2,12.0,,New Property,0,0,0,0,0,1,42
house,sector 7,independent,1.0,126.0,79365.0,126.0,,,2,2,0,0.0,,Old Property,1,0,0,0,0,1,7
house,sector 48,independent,5.5,2340.0,23504.0,2340.0,,,4,4,2,2.0,North,Relatively New,0,1,0,0,0,2,22
house,sector 48,eldeco mansionz,6.0,2700.0,22222.0,2700.0,,,4,4,3+,2.0,East,Moderately Old,0,1,0,0,0,1,69
flat,sector 65,m3m golfestate,7.0,3850.0,18181.0,,3850.0,,3,3,2,12.0,North,Moderately Old,0,0,1,0,0,1,60
house,sector 54,emaar the palm springs,14.0,2250.0,62222.0,2250.0,,,4,5,3+,2.0,North,Old Property,1,1,0,0,0,2,160
flat,sector 107,m3m woodshire,0.94,1366.0,6881.0,,,1366.0,2,2,3+,1.0,East,Moderately Old,0,0,0,0,0,1,113
flat,sector 102,emaar imperial gardens,1.98,2000.0,9900.0,,2000.0,,3,3,3+,9.0,North,Relatively New,0,1,0,0,0,2,72
flat,sector 83,vatika gurgaon,1.18,1735.0,6801.0,,1500.0,1735.0,3,3,2,14.0,North,Relatively New,0,0,0,0,0,1,26
flat,sohna road,mvn athens,0.24,570.0,4210.0,,,570.0,2,2,1,12.0,,Relatively New,0,0,0,0,0,1,38
house,sector 49,ss aaron ville,6.5,3456.0,18808.0,3456.0,,,5,5,2,2.0,North-East,Relatively New,1,1,0,1,0,2,28
house,sector 2,independent,6.0,3000.0,20000.0,333.0,,,4,4,1,2.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 86,ansal heights 86,1.25,1690.0,7396.0,,,1690.0,3,2,1,11.0,,New Property,0,0,0,0,0,1,45
flat,sector 62,senate court,0.9,639.0,14084.0,639.0,,,1,1,0,0.0,,Undefined,0,0,0,0,0,1,0
house,sector 6,anshul,0.85,1100.0,7727.0,,1100.0,,2,2,0,4.0,North-East,Undefined,0,0,0,0,0,1,0
flat,sector 109,sbtl caladium,1.35,1880.0,7180.0,,1128.0,1880.0,3,2,3+,12.0,West,Relatively New,0,0,0,0,0,1,128
flat,sector 81,bestech park view grand spa,2.22,2660.0,8345.0,,,2660.0,3,4,3+,15.0,South-East,Relatively New,0,1,0,0,0,2,174
flat,sector 95,signature global superbia,0.4,595.0,6728.0,,594.490197,,2,2,3,2.0,,Under Construction,0,0,0,0,0,1,0
flat,sector 78,umang monsoon breeze,1.25,2500.0,5000.0,2300.0,2000.0,2350.0,4,4,3,2.0,East,Relatively New,0,1,0,1,1,1,57
flat,sector 72,spaze privy,3.1,4632.0,6692.0,,2300.0,4632.0,4,5,3+,8.0,South,Moderately Old,1,1,1,1,0,1,136
flat,sector 80,godrej frontier,1.1,1928.0,5705.0,1580.0,1391.0,1928.0,3,3,3,8.0,North-West,Moderately Old,0,1,0,0,0,1,111
house,sector 26,independent,15.0,4518.0,33200.0,4518.0,,,5,6,3+,3.0,North,Moderately Old,1,1,1,1,0,2,78
flat,sector 92,signature global city 92,0.78,969.0,8047.0,,,1197.0,2,2,2,2.0,,New Property,0,0,0,0,0,2,47
flat,sector 2,bestech park view residency,1.4,1780.0,7865.0,,,1780.0,3,3,3+,6.0,North,Old Property,0,0,0,0,0,0,107
flat,sector 108,experion the heartsong,2.0,2779.0,7196.0,2500.0,2300.0,2779.0,4,4,3+,10.0,North-East,Relatively New,0,1,0,1,0,2,174
flat,sector 62,pioneer urban presidia,6.5,4337.0,14987.0,,,4337.0,4,4,3+,3.0,West,Moderately Old,1,0,0,0,0,1,86
house,sector 41,independent,9.0,3240.0,27778.0,3240.0,,,8,5,3+,3.0,,Old Property,0,1,1,1,0,2,26
flat,sector 50,the close north,2.5,2093.0,11944.0,,,2093.0,3,3,3,11.0,North-East,Relatively New,0,0,0,1,0,2,127
flat,sector 22,ambience creacions,2.4,1380.0,17391.0,1200.0,900.0,1380.0,2,2,2,8.0,South-East,Relatively New,0,0,0,0,1,0,112
flat,sector 85,ss the leaf,1.25,1741.0,7179.0,,1741.0,,2,2,2,16.0,North,Relatively New,0,0,0,0,0,2,49
house,sector 7,independent,1.16,990.0,11717.0,,110.0,,5,4,2,1.0,North-East,Undefined,0,0,0,0,0,1,0
flat,sector 81,bestech park view ananda,1.15,1660.0,6927.0,,1082.0,1660.0,3,2,3+,12.0,East,Relatively New,0,0,0,0,0,1,101
flat,sector 10a,maxworth city residences,0.9,1271.0,7083.0,,,1200.0,2,2,3,9.0,East,New Property,0,0,0,0,1,1,52
flat,sector 83,vatika gurgaon,0.75,1245.0,6024.0,1150.0,1020.0,1245.0,2,2,2,19.0,East,Relatively New,0,0,0,0,1,2,105
house,sector 26,independent,4.45,1265.0,35185.0,150.0,,,4,4,3,3.0,West,Old Property,0,0,0,0,0,1,25
flat,sector 109,ats tourmaline,1.45,2150.0,6744.0,1797.0,1660.0,2150.0,3,4,3+,4.0,North-West,Relatively New,0,1,0,0,0,1,71
flat,sector 99,vatika sovereign park,3.25,3360.0,9672.0,,,3360.0,4,4,3+,2.0,,New Property,0,1,0,0,0,1,123
flat,sector 104,puri emerald bay,1.58,1733.0,9117.0,,,1700.0,2,3,3,11.0,North-East,Relatively New,0,1,0,0,0,1,101
flat,sector 107,m3m woodshire,0.9,1366.0,6588.0,,,1366.0,2,2,3+,4.0,,Relatively New,0,0,0,0,0,1,21
flat,sector 70,shree vardhman victoria,1.15,1350.0,8518.0,,1350.0,,2,2,2,6.0,South-West,Relatively New,1,0,0,0,0,1,85
flat,sector 109,ats kocoon,2.95,2850.0,10350.0,3150.0,2850.0,,4,4,3+,7.0,South-East,Relatively New,0,1,1,0,0,2,158
flat,sector 95,signature signum 95a,0.4,514.0,7782.0,,514.0,,2,2,2,3.0,East,New Property,0,0,0,0,0,1,44
house,sector 6,independent,0.75,713.0,10518.0,713.0,,,6,4,1,3.0,,Moderately Old,0,0,0,0,0,1,62
flat,sector 69,tulip violet,2.0,2010.0,9950.0,,,2010.0,4,4,2,0.0,West,Relatively New,0,0,0,0,0,1,95
house,sector 49,uppal southend,3.75,1467.0,25562.0,1467.0,,,6,6,3,3.0,East,Moderately Old,0,0,0,0,1,1,49
house,sector 37d,independent,2.5,1900.0,13157.0,1900.0,,,5,5,3+,2.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 107,m3m woodshire,0.8,1366.0,5856.0,,,1366.0,2,2,3+,7.0,North-East,Relatively New,0,0,0,0,0,2,165
house,sector 54,dlf the grove,5.7,270.0,211111.0,270.0,,,4,4,0,1.0,,Undefined,0,0,0,0,0,1,46
flat,sector 81,vipul lavanya,0.64,1216.0,5261.0,,1225.0,,2,2,3,12.0,East,Relatively New,0,0,0,0,0,2,93
house,sector 11,"nirmal enclave, maruti kunj road",0.24,450.0,5333.0,450.0,,,2,2,0,2.0,North,Relatively New,0,0,0,0,0,1,0
flat,sector 113,la vida by tata housing,2.45,2217.0,11050.0,1890.0,1680.0,2217.0,3,3,3+,3.0,North-East,Relatively New,1,0,0,0,0,1,174
flat,sector 43,kamroon court,2.75,2000.0,13750.0,,2000.0,,3,4,3+,5.0,North-East,Moderately Old,0,1,0,0,1,2,49
house,sector 17b,independent,7.2,4521.0,15926.0,4494.0,,,4,4,2,1.0,,Old Property,0,1,1,0,0,1,0
house,sector 48,vipul tatvam villa,18.5,7000.0,26428.0,7000.0,,,4,4,1,1.0,,Moderately Old,0,0,0,0,0,1,30
flat,sector 112,experion windchants,3.65,2965.0,12312.0,2225.56,,2802.0,3,4,3+,14.0,South,Relatively New,0,1,0,0,0,2,150
flat,sohna road,signature the serenas,0.5,532.0,9406.0,,531.521382,,2,2,2,6.0,,New Property,0,0,0,0,0,1,37
house,sector 7,independent,0.9,900.0,10000.0,900.0,,,6,4,3,3.0,North-East,Old Property,0,1,0,0,1,2,44
house,sector 40,independent,5.0,2367.0,21124.0,2367.0,,,9,9,3+,3.0,South-East,Relatively New,0,0,0,1,0,2,66
flat,sector 28,dlf regency park,2.26,1650.0,13696.0,1700.0,1650.0,1777.0,3,3,2,19.0,East,Old Property,0,1,0,0,0,1,158
flat,sector 50,unitech harmony,2.6,2711.0,9590.0,2700.0,2200.0,2711.0,3,4,2,15.0,North-East,Relatively New,0,1,0,0,1,2,174
flat,sector 95,the roselia 2,0.45,695.0,6475.0,695.0,595.0,,2,2,2,19.0,North,Undefined,0,0,0,0,0,1,0
flat,sector 61,smart world orchard,2.45,1551.0,15800.0,,939.37,1549.0,3,3,3,3.0,,New Property,1,1,0,0,0,1,119
house,sector 17,independent,9.5,4050.0,23457.0,500.0,450.0,,8,8,3,3.0,West,Relatively New,1,0,0,0,0,2,27
flat,gwal pahari,bsf chs,0.95,1600.0,5937.0,,1600.0,,3,3,3,13.0,,Old Property,0,0,0,0,0,1,37
house,sector 3 phase 3 extension,ashok vihar phase 3 gurgaon,0.95,1070.0,8878.0,1070.0,,,4,3,2,1.0,East,Old Property,0,0,0,0,0,1,8
flat,manesar,sbr minda sec 1 imt manesar,0.65,1526.0,4259.0,,1526.0,,3,2,3+,6.0,South,Moderately Old,0,0,0,0,0,1,5
house,sector 12,independent,0.65,1000.0,6500.0,,1000.0,,6,2,3,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 4,independent,0.5,477.0,10482.0,53.0,,,5,3,0,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 4,independent,3.2,2250.0,14222.0,2250.0,,,3,3,2,2.0,,Old Property,0,0,0,0,0,1,13
flat,sector 99,pivotal riddhi siddhi,0.4,900.0,4444.0,,587.0,900.0,2,2,2,9.0,,New Property,0,0,0,0,0,1,60
flat,sector 90,shree vardhman flora,0.85,1930.0,4404.0,,1450.0,1930.0,3,4,3,3.0,South-East,Relatively New,0,1,1,0,0,1,110
flat,sector 28,essel tower,2.2,1760.0,12500.0,,1760.0,,3,4,3+,3.0,,Moderately Old,0,1,0,0,0,0,0
flat,sector 113,la vida by tata housing,1.93,1579.0,12222.0,,,1579.0,3,3,2,8.0,,Under Construction,0,0,0,0,0,1,71
house,sector 93,dlf gardencity enclave,1.3,1152.0,11284.0,1152.0,,,3,2,1,3.0,,Relatively New,0,0,0,0,0,1,50
flat,sector 84,alpha corp gurgaonone,2.28,2600.0,8769.0,,2600.0,3434.0,4,4,3+,8.0,South-East,Relatively New,0,1,0,0,0,1,61
flat,sector 109,sbtl caladium,1.26,1926.0,6542.0,,,1880.0,3,2,3,8.0,North-East,Relatively New,0,0,0,0,0,1,103
flat,sector 62,pioneer araya,8.35,4279.0,19513.0,,,4279.0,4,6,3,16.0,East,Relatively New,0,1,0,1,0,1,153
house,sector 8,independent,0.59,585.0,10085.0,585.0,,,2,2,2,2.0,,Moderately Old,0,0,0,0,1,1,7
house,sector 46,independent,5.65,2367.0,23870.0,2367.0,,,8,6,3+,3.0,South-West,Moderately Old,0,1,0,0,0,2,67
flat,sector 103,ansal housing highland park,0.88,1369.0,6429.0,,,1361.0,2,2,3,3.0,,New Property,0,0,0,0,0,1,52
house,sohna road,signature global park,0.85,1120.0,7589.0,1120.0,,,3,2,2,1.0,,Under Construction,0,0,0,0,0,1,15
flat,sector 84,alpha corp gurgaonone,1.5,1963.0,7641.0,,1700.0,1963.0,3,3,3,20.0,North-West,Relatively New,0,1,0,0,0,2,37
flat,sector 48,central park 2 bellevue,2.75,2557.0,10754.0,,2550.0,2557.0,3,4,3+,3.0,,Moderately Old,0,0,0,0,0,1,32
flat,sector 104,hero homes,1.2,684.0,17548.0,,683.83,1099.0,2,2,2,22.0,,Under Construction,0,0,0,0,0,1,30
flat,sohna road,gls arawali homes,0.3,481.0,6243.0,,480.53,567.0,2,2,2,4.0,East,Relatively New,0,0,0,0,0,0,120
flat,sector 102,shapoorji pallonji joyville,1.1,915.0,12022.0,915.0,700.0,,2,2,1,7.0,,Undefined,0,0,0,0,0,1,0
flat,sector 85,ss the leaf,2.15,1968.0,10924.0,,1968.0,2812.0,4,5,3+,6.0,South,Relatively New,0,1,0,0,0,1,156
flat,sector 72,tata primanti,3.3,2185.0,15102.0,1800.0,1600.0,2185.0,3,4,3+,15.0,North,New Property,0,1,0,0,0,0,174
flat,dwarka expressway,ramprastha city,1.3,1400.0,9285.0,,,1400.0,3,3,2,3.0,,Under Construction,0,0,0,0,0,1,0
house,sector 25,nul,9.5,2844.0,33404.0,2844.0,,,9,9,3+,3.0,North-West,Old Property,0,0,0,0,1,1,81
flat,sector 67,ireo victory valley,3.49,2685.0,13000.0,,2452.0,,3,3,3,19.0,South-East,Relatively New,0,1,0,0,0,1,103
house,sector 66,emaar mgf marbella,8.7,2250.0,38667.0,267.0,,,4,5,2,3.0,East,New Property,1,1,0,0,0,1,144
flat,sector 113,la vida by tata housing,3.35,2000.0,16750.0,2200.0,2000.0,2691.0,3,4,3+,12.0,North-East,New Property,1,1,0,0,0,1,174
flat,sector 9a,railway officers rpf society,1.25,1806.0,6921.0,,1806.0,,4,3,3,1.0,South-West,Old Property,0,1,0,0,0,2,12
house,sohna road,independent,1.55,1053.0,14720.0,1053.0,,,2,3,2,1.0,North,New Property,1,0,0,1,0,2,49
house,sector 109,international city by sobha phase 1,6.15,2250.0,27333.0,270.0,250.0,,5,5,3+,3.0,West,Relatively New,0,1,1,1,0,2,130
house,sector 4,independent,2.3,1352.0,17014.0,160.0,,,4,4,3,2.0,East,Old Property,0,0,0,0,0,2,15
flat,sector 33,godrej nature plus,1.35,1557.0,8670.0,,,1557.0,3,2,3+,17.0,,New Property,0,0,0,0,0,1,38
flat,sector 69,tulip violet,1.7,2016.0,8432.0,,,2010.0,4,4,2,10.0,South,New Property,0,0,0,0,0,1,125
flat,sector 37d,signature global city 37d ph 2,1.1,1350.0,8148.0,,1350.0,,3,3,1,2.0,North,Under Construction,0,0,0,1,0,1,30
flat,sohna road,silverglades the melia,0.75,1350.0,5555.0,1350.0,,,2,2,2,4.0,,Moderately Old,0,0,0,0,0,1,70
flat,sector 69,tulip violet,1.6,1578.0,10139.0,,,1578.0,3,3,2,0.0,North-West,Relatively New,0,0,0,1,0,1,166
flat,sector 56,kendriya vihar,0.58,605.0,9586.0,,605.0,,1,1,1,1.0,,Old Property,0,0,0,0,0,1,77
flat,sector 76,whiteland blissville,1.9,1672.0,11363.0,,,1672.0,3,3,2,0.0,,Under Construction,0,0,0,0,0,1,61
flat,sector 102,emaar gurgaon greens,1.42,1650.0,8606.0,,1022.58,1650.0,3,3,3,7.0,East,Relatively New,0,1,0,0,0,1,128
house,sector 49,eros rosewood villas,2.5,1850.0,13513.0,1900.0,1850.0,,3,3,2,2.0,East,Moderately Old,0,0,1,1,0,1,59
flat,sector 61,smart world orchard,2.24,1549.0,14460.0,,,1549.0,3,3,2,3.0,,New Property,0,0,0,0,1,1,61
house,sector 41,independent,7.0,2475.0,28283.0,2475.0,,,7,7,3+,3.0,South-West,Moderately Old,1,1,1,1,0,0,151
flat,sector 81,bestech park view grand spa,3.0,3185.0,9419.0,,,3185.0,4,5,2,6.0,South,Relatively New,0,1,0,0,0,2,110
house,sector 28,independent,,,,270.0,,,16,16,3+,4.0,North-West,New Property,1,1,0,1,1,1,41
house,sector 13,independent,1.5,1426.0,10518.0,1426.0,,,2,2,2,3.0,South-West,Old Property,1,0,0,1,0,1,7
flat,sector 90,dlf new town heights,1.65,2903.0,5683.0,,,2727.0,4,4,3+,7.0,South,Moderately Old,0,0,0,0,0,1,117
flat,sector 4,shri ram apartments,0.46,900.0,5111.0,,900.0,,2,2,1,1.0,East,Relatively New,0,0,0,0,0,2,69
flat,sector 99,vatika sovereign park,3.25,3360.0,9672.0,,,3360.0,4,4,3+,2.0,,New Property,0,1,0,0,0,1,123
flat,sector 86,pyramid urban homes 2,0.43,501.0,8582.0,,501.0,,2,2,1,6.0,North-East,New Property,1,0,0,0,0,1,92
flat,sector 33,unitech the residences,1.1,1110.0,9909.0,1100.0,1000.0,1110.0,2,2,3,9.0,East,Moderately Old,0,0,0,0,0,2,44
flat,sector 93,signature global orchard avenue,0.4,544.0,7359.0,,543.57695,,2,2,2,11.0,,New Property,0,0,0,0,0,1,37
house,sohna road road,independent,5.5,10799.0,5093.0,3500.0,,,3,3,3+,2.0,West,Moderately Old,1,1,0,1,1,1,49
house,sector 12,rk excelo,0.6,50.0,120000.0,30.0,15.0,,5,3,2,3.0,North,Moderately Old,0,0,0,0,1,1,0
house,sector 50,nirvana cedar crest,7.1,2160.0,32870.0,239.0,238.0,,5,4,3,2.0,East,Moderately Old,1,0,1,1,0,2,110
flat,sector 3,apna enclave,0.55,950.0,5789.0,900.0,744.0,950.0,2,2,2,2.0,North-East,Old Property,0,0,0,0,0,1,66
house,sector 6,independent,0.66,612.0,10784.0,612.0,,,3,2,1,2.0,,Old Property,0,0,0,0,0,1,36
flat,sector 69,unitech sunbreeze,1.0,1826.0,5476.0,1826.0,,,4,3,0,0.0,,Undefined,0,0,0,0,0,1,0
house,sector 81,signature global city 81,0.75,1095.0,6849.0,1095.0,,,3,2,3,4.0,East,Under Construction,1,0,0,0,0,1,97
flat,sector 92,sare crescent parc,0.49,998.0,4909.0,,998.0,,2,2,2,2.0,,Relatively New,0,0,0,0,0,1,96
house,sector 12,independent,1.4,1609.0,8702.0,166.0,,,2,2,1,2.0,North-East,Old Property,0,0,0,0,0,1,0
house,sector 12,independent,3.71,1872.0,19818.0,1872.0,,,3,3,1,4.0,,Moderately Old,0,0,0,1,0,1,0
flat,sector 71,m3m sky lofts,1.0,870.0,11500.0,869.0,435.0,,1,1,1,9.0,,Undefined,0,0,0,0,0,1,77
flat,sector 61,smart world orchard,1.57,1150.0,13652.0,1150.0,,,2,2,2,3.0,,New Property,1,0,0,0,1,1,71
flat,sector 90,dlf new town heights,1.9,3343.0,5683.0,,,2727.0,4,4,3+,7.0,North-West,Relatively New,0,1,0,1,0,1,88
flat,sohna road,silverglades the melia,0.91,1338.0,6800.0,,,1350.0,2,2,3,1.0,,New Property,1,0,0,0,0,1,72
flat,sector 95,rof ananda,0.36,636.0,5658.0,,645.0,,2,2,2,10.0,East,New Property,1,0,0,0,0,1,75
flat,sector 43,bhawna cghs,3.25,3200.0,10156.0,,3000.0,3200.0,4,4,3+,12.0,,Moderately Old,0,0,0,1,0,2,119
flat,sector 67a,ireo the corridors,1.3,1296.0,10031.0,1296.0,,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,55
flat,sector 54,dlf the belaire,7.0,3000.0,23333.0,,,3000.0,4,6,3+,12.0,East,Moderately Old,0,1,1,1,0,2,108
house,sector 105,independent,1.3,1125.0,11556.0,1125.0,,,3,3,1,1.0,East,Undefined,0,0,0,0,0,1,0
flat,sector 82,vatika independent floors,0.67,1150.0,5826.0,1150.0,,,2,2,3,2.0,,Moderately Old,0,0,0,0,0,1,53
flat,sector 28,sahara grace,4.3,3462.0,12420.0,,,3462.01,3,4,3,5.0,,Old Property,0,1,1,0,0,1,24
flat,sector 106,paras dews,1.0,1385.0,7220.0,940.0,845.0,1385.0,2,2,3+,2.0,North-East,New Property,0,0,0,0,0,2,21
flat,sector 76,corona gracieux,1.46,2655.0,5500.0,,,2650.0,4,6,3+,8.0,,New Property,0,1,0,0,0,1,58
flat,sector 84,pivotal devaan apartments,0.39,600.0,6500.0,,500.0,600.0,2,2,0,5.0,North,Undefined,0,0,0,0,0,1,0
house,sector 46,independent,2.25,918.0,24510.0,90.0,85.0,,4,3,3,3.0,North-East,Relatively New,1,0,0,0,0,2,35
house,sector 25,dlf city plots phase 2,6.5,1935.0,33592.0,1935.0,,,9,9,3+,3.0,West,Old Property,1,1,1,1,0,2,142
flat,sector 102,emaar gurgaon greens,1.45,1650.0,8787.0,,,1650.0,3,3,3,7.0,North-East,Relatively New,0,1,0,0,0,1,159
flat,sector 84,antriksh heights,0.9,2025.0,4444.0,,,2025.0,3,3,3,18.0,,Relatively New,0,1,0,1,0,1,59
house,sector 25,independent,13.5,7000.0,19286.0,7000.0,,,9,9,0,1.0,East,Relatively New,0,0,0,0,0,1,0
flat,sector 79,mapsko mount ville,1.25,1490.0,8389.0,,863.91,1490.0,3,3,3,22.0,South-West,Relatively New,1,0,0,1,0,1,160
house,sector 2,ansal celebrity homes,5.2,5200.0,10000.0,5200.0,4000.0,,4,5,2,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 70a,bptp astaire gardens,6.5,2332.0,27871.0,299.0,,,4,4,3+,2.0,North-East,New Property,1,1,0,1,0,2,160
