property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sector 86,pyramid urban homes 2,0.41,594.0,6905.0,,601.0,,2,2,1,3.0,West,Relatively New,0,0,0,0,0,1,63
flat,sector 77,emaar mgf palm hills,1.64,1950.0,8410.0,,,1950.0,4,3,3,9.0,South,Relatively New,0,1,0,0,0,1,102
house,sector 66,emaar mgf marbella,11.0,3240.0,33951.0,3240.0,,,5,6,3+,2.0,North-East,New Property,1,1,1,1,0,2,153
flat,sector 86,dlf new town heights,1.3,1930.0,6735.0,1715.0,,1930.0,3,3,3,15.0,South,Relatively New,0,1,0,1,0,2,49
house,sector 56,independent,7.25,2471.0,29336.0,303.0,,,8,8,3+,0.0,North-East,Moderately Old,0,0,0,0,0,2,24
flat,sector 82,mapsko royale ville,1.12,1400.0,8000.0,1500.0,1400.0,1790.0,3,4,2,6.0,North-West,Relatively New,0,1,0,1,0,1,174
flat,sector 48,bestech park view city,1.8,1756.0,10250.0,,1756.0,,3,4,3,3.0,North-West,Moderately Old,1,0,0,0,0,2,76
flat,sector 28,dlf regency park,1.91,1150.0,16608.0,,1150.0,,2,2,2,11.0,,New Property,0,0,0,0,0,0,98
house,sector 50,unitech espace,11.29,3240.0,34846.0,3240.0,,,5,5,3+,2.0,,Moderately Old,1,0,0,1,0,1,21
flat,sector 79,godrej,1.33,1559.0,8531.0,,,1559.0,2,2,3,6.0,North-West,Relatively New,1,0,0,0,0,1,158
flat,sector 50,the close north,2.7,2605.0,10364.0,2400.0,2200.0,2605.0,3,3,3+,6.0,East,Moderately Old,0,1,0,0,0,1,174
house,sector 41,independent,7.25,2475.0,29293.0,2475.0,,,9,8,3,4.0,South-West,Old Property,0,1,0,0,0,2,94
flat,sector 72,tata primanti,4.1,2908.0,14100.0,,,2905.0,4,5,3+,39.0,,New Property,0,1,0,0,1,1,103
flat,sector 109,ats tourmaline,2.25,2585.0,8704.0,,,2585.0,3,4,3,14.0,North-East,Relatively New,0,1,0,0,0,1,101
flat,sector 70,unitech vistas,9.0,1565.0,57507.0,1565.0,,,3,3,0,7.0,,Undefined,0,0,0,0,0,1,0
house,sector 14,independent,5.5,3240.0,16975.0,355.0,300.0,,5,4,2,2.0,East,Old Property,1,0,0,0,0,1,27
flat,sector 92,sare crescent parc,0.82,1523.0,5384.0,1523.0,,,3,3,3+,12.0,West,Undefined,0,0,0,0,0,1,0
flat,sector 37c,imperia the esfera,0.95,1666.0,5703.0,1578.0,,,2,2,0,17.0,,Under Construction,0,1,0,0,0,1,66
flat,sohna road,breez global hill view,0.32,585.0,5470.0,1000.0,585.0,,2,2,1,17.0,,New Property,0,0,0,0,0,1,49
flat,sector 113,la vida by tata housing,1.32,1276.0,10344.0,1199.0,1099.0,1276.0,2,2,2,3.0,North-East,Relatively New,0,0,0,0,0,1,49
flat,sector 78,umang monsoon breeze,1.15,2176.0,5284.0,,,2176.0,3,3,3,9.0,,Moderately Old,0,1,0,0,1,1,22
house,sector 15,independent,1.8,1800.0,10000.0,1800.0,,,4,3,1,1.0,North-East,Old Property,0,0,0,0,0,1,16
house,sector 7,independent,0.69,758.0,9103.0,758.0,500.0,,1,1,1,2.0,,Undefined,0,0,0,0,0,1,0
flat,sector 95,ramsons kshitij,0.33,844.0,3911.0,,,767.0,2,2,1,14.0,South,New Property,0,0,0,0,1,2,79
flat,sector 102,adani m2k oyster grande,1.8,1889.0,9528.0,,,1889.0,3,4,3,17.0,South-East,Relatively New,0,1,0,0,0,1,49
flat,sector 70a,bptp astaire gardens,1.25,1425.0,8771.0,1300.0,1200.0,1425.0,3,3,2,1.0,South-East,Relatively New,0,0,0,0,1,1,49
house,sector 25,dlf city plots phase 2,15.5,4518.0,34307.0,4518.0,,,5,6,3+,3.0,East,Moderately Old,1,1,1,1,0,1,144
flat,sector 102,shapoorji pallonji joyville gurugram,1.35,915.0,14754.0,,,915.0,2,2,2,10.0,,Under Construction,0,0,0,0,0,1,22
flat,sector 1,samadhan shri kamal cghs,2.01,1759.0,11426.0,,1760.0,,4,4,3+,10.0,,Moderately Old,0,0,0,0,0,0,0
flat,sector 88a,godrej oasis,1.0,1450.0,6896.0,,1450.0,,2,2,3,7.0,,Relatively New,1,0,0,0,0,1,72
flat,sector 107,signature global solera,0.38,600.0,6333.0,,600.0,650.0,2,2,2,3.0,East,Relatively New,0,0,0,0,0,0,23
house,sohna road road,prem kunj,0.5,675.0,7407.0,725.0,675.0,,5,4,3,3.0,South-West,Relatively New,0,0,0,1,0,1,22
house,sector 25,dlf city plots phase 2,6.3,1800.0,35000.0,1800.0,,,4,4,3+,2.0,East,Old Property,0,1,1,0,0,1,89
flat,sector 111,puri diplomatic greens,3.4,2950.0,11525.0,,,2950.0,4,5,3+,14.0,East,Relatively New,0,1,0,0,0,1,94
house,sector 56,independent,3.25,1512.0,21495.0,1512.0,,,5,6,3+,4.0,East,Relatively New,0,0,0,1,1,2,27
flat,sector 2,bestech park view residency,0.55,650.0,8461.0,,,650.0,1,1,2,7.0,North,Moderately Old,0,0,0,0,0,1,31
house,sector 24,independent,3.5,1080.0,32407.0,1080.0,,,5,4,3,3.0,North-West,Old Property,0,0,0,0,0,1,15
flat,dwarka expressway,hero homes,1.6,2045.0,7825.0,,,1689.0,3,3,3,1.0,,New Property,0,0,0,0,0,1,49
flat,sector 50,ss hibiscus,6.0,4889.0,12272.0,,,4400.0,4,3,3,5.0,South-East,Moderately Old,0,1,0,0,0,1,31
flat,sector 71,chd avenue,0.82,1158.0,7083.0,,,1200.0,2,2,2,6.0,,Moderately Old,0,0,0,0,0,1,0
house,sector 43,independent,3.0,558.0,53763.0,558.0,,,12,12,3+,5.0,West,New Property,0,0,0,0,1,0,20
flat,sector 7,rwa,0.48,800.0,6000.0,,800.0,,3,2,1,1.0,North-East,New Property,0,0,0,0,0,1,21
flat,sector 9,wings apartment,1.2,1800.0,6666.0,,1800.0,,4,3,2,4.0,South-East,Moderately Old,0,0,0,0,0,2,23
flat,sector 37d,ramprastha the edge towers,0.8,1380.0,5797.0,1300.0,1200.0,1380.0,2,2,3,2.0,North-East,Relatively New,0,0,0,0,0,1,78
house,sector 4,independent,0.67,76.0,88157.0,76.0,,,3,3,2,2.0,South,Relatively New,0,0,0,0,1,1,7
flat,sector 95,rof ananda,0.38,65517.0,58.0,,64529.0,,2,2,2,10.0,East,New Property,1,0,0,0,0,1,15
flat,sohna road,silverglades the melia,0.75,1350.0,5555.0,1350.0,,,2,2,2,4.0,,Moderately Old,0,0,0,0,0,1,70
house,sector 57,ansals florence villa,6.0,2700.0,22222.0,2700.0,,,4,5,2,2.0,,Old Property,0,1,0,1,0,2,20
flat,sector 33,central park flower valley aqua front towers,2.0,1789.0,11179.0,,,1789.0,3,3,3+,8.0,North-East,New Property,0,0,0,0,0,1,23
flat,sector 108,experion the heartsong,1.6,2003.0,7988.0,1500.29,1140.98,2003.0,3,4,3+,3.0,South,Relatively New,0,1,0,0,0,2,60
house,sector 43,independent,1.9,540.0,35185.0,60.0,,,3,3,3+,3.0,,Old Property,0,0,0,0,0,0,0
flat,sector 50,the close north,2.65,2480.0,10685.0,2470.0,2000.0,2480.0,3,4,3+,6.0,North,Moderately Old,0,1,0,0,0,2,174
flat,sector 24,dlf city plots phase 3,6.5,3500.0,18571.0,,3500.0,,4,5,3+,3.0,North-East,New Property,0,1,0,0,0,0,42
flat,sector 86,microtek greenburg,1.25,1480.0,8445.0,,,1480.0,3,4,3,0.0,South-West,Relatively New,1,0,0,0,0,1,49
flat,sector 89,smart world gems,1.3,1423.0,9135.0,,1423.0,,3,3,2,2.0,,New Property,1,0,0,0,0,1,44
house,sector 8,independent,0.62,550.0,11273.0,550.0,,,3,1,0,2.0,,Undefined,0,0,0,0,0,1,0
flat,sector 99a,pareena coban residences,1.45,1997.0,7260.0,,,1997.0,3,5,3,11.0,,Relatively New,0,1,0,0,1,2,49
flat,gwal pahari,valley view estate,1.5,2003.0,7489.0,1850.0,1650.0,2000.0,4,4,3+,10.0,North-East,Moderately Old,0,0,0,0,0,1,58
house,sector 105,independent,0.37,450.0,8222.0,450.0,,,2,2,1,1.0,,Moderately Old,0,0,0,0,1,1,0
flat,sector 67,m3m merlin,2.9,2047.0,14167.0,,,2047.0,3,3,3,0.0,West,Relatively New,0,0,0,0,1,2,49
house,sector 26,independent,14.75,2844.0,51864.0,2844.0,,,16,20,3+,4.0,East,New Property,1,1,1,1,0,2,153
flat,sector 81,bestech park view grand spa,4.5,4200.0,10714.0,,,4200.0,4,6,3+,17.0,,Relatively New,0,1,0,0,0,2,44
house,sector 7,independent,0.45,900.0,5000.0,,900.0,,3,2,0,1.0,,Undefined,0,0,0,0,0,1,0
house,sector 50,unitech espace,,,,360.0,,,5,5,3+,2.0,,Moderately Old,1,0,0,0,0,1,36
house,sector 56,independent,2.99,1449.0,20635.0,1449.0,,,4,4,2,2.0,South,Moderately Old,1,1,0,1,0,2,49
house,dwarka expressway,rattan vihar rajendra park,0.85,600.0,14166.0,600.0,,,5,5,3+,4.0,,New Property,0,0,0,0,0,1,0
house,sector 55,independent,7.49,2700.0,27741.0,2700.0,,,12,12,3+,4.0,South-East,Relatively New,1,1,0,1,0,2,49
flat,sector 99,vatika sovereign park,2.45,2780.0,8812.0,,,2780.0,3,4,3,1.0,East,New Property,0,1,0,0,0,2,165
flat,sector 92,sare green parc 2,0.75,1581.0,4745.0,1415.0,1350.0,1454.0,3,3,3,2.0,East,Relatively New,0,0,0,0,1,2,49
house,sector 14,sector 14 rwa,5.51,3243.0,16990.0,3249.0,,,3,3,2,4.0,South-West,Moderately Old,0,0,0,0,0,1,14
flat,sector 93,signature global orchard avenue,0.4,730.0,5479.0,730.0,,,2,2,0,0.0,,Undefined,0,0,0,0,0,1,0
flat,sector 61,smart world orchard,1.47,1150.0,12782.0,,1150.0,,2,2,2,4.0,North-East,New Property,1,0,0,1,0,1,53
house,sector 8,independent,1.6,558.0,28674.0,558.0,,,4,6,1,3.0,,Relatively New,0,0,0,0,0,1,0
flat,sector 106,paras dews,0.88,1385.0,6353.0,1120.0,1040.0,1385.0,2,2,3+,3.0,South-East,Relatively New,0,0,0,0,0,1,49
house,sector 43,independent,5.75,2430.0,23662.0,260.0,220.0,,4,4,2,4.0,North,Under Construction,0,1,1,0,0,0,153
house,sector 47,malibu towne,1.15,275.0,41818.0,275.0,,,3,3,3,2.0,North-East,Old Property,0,0,0,0,0,2,33
house,sector 54,suncity township,25.0,8036.0,31111.0,1000.0,,,4,4,3+,2.0,North,Moderately Old,1,1,1,1,0,1,0
flat,sector 69,tulip violet,1.68,2012.0,8348.0,,,2010.0,4,4,2,1.0,South-West,Relatively New,0,0,0,1,0,1,102
flat,sector 72,spaze privy,1.9,1975.0,9620.0,1975.0,,,3,3,3,10.0,,Undefined,0,0,0,0,0,1,0
flat,sector 70a,aipl peaceful homes,2.75,2150.0,12791.0,2150.0,,,3,3,3+,14.0,North-East,Undefined,0,0,0,0,0,1,0
flat,sector 107,signature global solera,0.6,750.0,8000.0,750.0,650.0,,3,2,2,8.0,,Undefined,0,0,0,0,0,1,55
flat,sector 33,godrej nature plus,1.25,1385.0,9025.0,1385.0,1000.0,,2,2,3,17.0,,Undefined,0,0,0,0,0,1,56
flat,sohna road,hcbs sports ville,0.28,743.0,3768.0,743.0,643.0,,2,2,1,11.0,East,Relatively New,0,0,0,0,0,1,38
flat,sohna road,hcbs sports ville,0.38,750.0,5067.0,750.0,650.0,,2,2,2,9.0,East,Undefined,0,0,0,0,0,1,0
flat,sector 95,sidhartha ncr greens,0.96,1548.0,6201.0,,1548.0,,3,3,3,8.0,,New Property,0,0,1,1,0,1,8
flat,sector 43,dlf the icon,6.0,2300.0,26086.0,,2300.0,,4,4,3+,18.0,North-East,Old Property,0,1,0,0,0,2,150
house,sector 2,ansals palam vihar,5.0,4000.0,12500.0,4000.0,,,6,4,0,3.0,,Undefined,0,0,0,0,0,1,0
flat,sector 108,sobha city,3.95,2343.0,16858.0,,1512.05,2343.0,3,5,2,15.0,North,New Property,0,1,0,0,0,1,118
flat,sector 81,vipul lavanya,0.6,900.0,6666.0,,,900.0,2,2,1,0.0,,Under Construction,0,0,0,0,0,1,0
house,sector 3,independent,1.5,1458.0,10288.0,210.0,,,3,3,0,,,Old Property,0,0,0,0,0,1,0
house,sector 4,grover homes sec 4,4.75,5067.0,9374.0,5067.0,,,5,5,1,1.0,South-East,Old Property,1,1,0,1,0,2,35
house,sector 50,unitech south city,5.88,2160.0,27222.0,2160.0,,,9,9,3+,3.0,East,Relatively New,1,1,0,1,1,0,128
flat,sector 102,conscient heritage max,1.82,1942.0,9371.0,,,1942.0,3,4,3+,15.0,East,Moderately Old,0,1,0,0,0,1,125
flat,sector 69,tulip violet,1.76,2010.0,8756.0,,,2010.0,4,4,2,6.0,North,Relatively New,0,0,0,0,0,1,108
flat,sector 69,tulip violet,1.4,1568.0,8928.0,,1200.0,1568.0,3,3,1,12.0,North,Relatively New,0,0,0,1,0,1,174
flat,sector 109,ats tourmaline,2.3,2585.0,8897.0,,,2585.0,3,4,3+,10.0,East,New Property,0,1,0,0,1,1,74
house,sector 109,international city by sobha phase 2,6.25,5400.0,11574.0,5400.0,,,4,4,3+,2.0,East,Relatively New,0,1,0,0,0,1,138
flat,sector 65,m3m golfestate,5.0,3000.0,16666.0,3245.0,3000.0,3246.0,3,3,3,2.0,East,Relatively New,0,1,0,0,0,2,174
flat,sector 79,supertech araville,1.35,1500.0,9000.0,1350.0,1200.0,1530.0,2,2,3,6.0,East,New Property,1,0,0,0,1,2,88
flat,sector 102,emaar gurgaon greens,1.3,1650.0,7878.0,,1155.0,1650.0,3,3,3,7.0,North-East,Relatively New,0,1,0,0,0,1,93
house,sector 50,unitech espace,10.3,3240.0,31790.0,3240.0,,,5,6,3+,3.0,East,Moderately Old,1,1,1,1,0,2,160
flat,sector 67,m3m one key resiments,0.8,610.0,13115.0,610.0,,,1,1,0,0.0,,Undefined,0,0,0,0,0,1,0
flat,manesar,the crew bos chs manesar,0.85,2300.0,3695.0,,2300.0,,3,3,2,2.0,East,Moderately Old,0,0,0,0,0,1,44
house,sector 50,unitech escape,12.0,3240.0,37037.0,,360.0,,5,6,3+,3.0,East,Undefined,0,0,0,0,0,1,66
house,sector 106,godrej meridien,5.6,4000.0,14000.0,4000.0,,,5,4,3+,33.0,North-East,New Property,1,1,1,1,0,1,151
flat,sector 82,mapsko royale ville,1.22,1700.0,7176.0,2000.0,1700.0,2300.0,3,5,3+,10.0,South-West,Relatively New,0,1,0,1,0,2,76
flat,sector 53,parsvnath exotica,4.8,3270.0,14680.0,2895.0,,,3,4,3+,12.0,North-West,New Property,0,0,0,0,0,1,69
flat,sector 102,shapoorji pallonji joyville gurugram,1.75,1852.0,9449.0,,1128.0,1852.0,3,3,3,10.0,West,Relatively New,1,1,0,1,1,1,49
flat,sector 25,dlf belvedere towers,3.7,2100.0,17619.0,,2100.0,,4,4,3,18.0,North-West,Old Property,0,1,0,0,0,2,26
flat,sector 95,rof ananda,0.31,549.0,5644.0,,549.174178,,2,2,1,5.0,North,Relatively New,0,0,0,1,0,2,74
house,sector 26,independent,8.49,1800.0,47167.0,1800.0,,,12,12,3+,4.0,North,Relatively New,0,1,0,1,0,2,42
flat,sector 90,dlf regal gardens,1.23,1744.0,7052.0,,,1744.0,3,3,2,19.0,North,Relatively New,0,0,0,0,1,1,6
flat,sector 108,experion the heartsong,0.97,1050.0,9238.0,,1050.0,,2,2,3,10.0,North-East,Relatively New,0,1,0,0,0,1,165
flat,sector 43,dlf royalton tower,6.5,2940.0,22108.0,,,2940.0,4,5,2,8.0,West,Relatively New,0,1,0,0,0,1,15
flat,sector 104,puri emerald bay,1.5,1550.0,9678.0,,,1550.0,2,2,2,7.0,,Under Construction,0,0,0,0,1,1,43
flat,sector 104,godrej summit,0.85,1233.0,6896.0,,1450.0,,2,2,3,12.0,,Relatively New,1,0,0,0,1,1,61
flat,sector 107,signature global solera 2,0.37,554.0,6680.0,,553.802655,,2,2,2,9.0,,New Property,0,0,0,0,0,1,23
flat,sector 37c,corona optus,1.27,1756.0,7231.0,,,1763.0,3,3,3,2.0,South,Relatively New,0,0,0,0,1,1,49
flat,sector 99a,laxmi pareena,0.3,450.0,6666.0,,450.0,,2,1,0,12.0,North,Undefined,0,0,0,0,0,1,0
house,sector 24,independent,3.2,540.0,59259.0,540.0,,,14,14,3+,6.0,West,Relatively New,0,0,0,0,0,0,15
flat,sector 85,ss the leaf,2.15,2408.0,8928.0,,,2408.0,3,5,3,2.0,,New Property,0,0,0,0,0,1,53
flat,sector 81,dlf the ultima,3.45,2872.0,12012.0,,,2872.0,4,4,3+,10.0,East,New Property,0,1,0,0,0,0,165
flat,sector 104,zara aavaas,0.4,569.0,7036.0,,,568.46,2,2,1,4.0,North,Relatively New,0,0,0,0,0,1,52
flat,sohna road,signature global park,0.55,748.0,7355.0,,745.0,,2,2,3,4.0,East,New Property,0,0,0,0,0,1,80
flat,sohna road,signature global park,0.53,842.0,6295.0,,845.0,,2,2,2,1.0,East,Relatively New,0,0,0,1,0,1,168
flat,sohna road,eldeco accolade,1.14,1746.0,6530.0,,1062.0,1751.0,3,3,3+,4.0,East,Relatively New,0,0,0,0,0,1,157
flat,sector 103,indiabulls centrum park,1.65,2000.0,8250.0,,1400.0,2000.0,3,3,3+,15.0,,Relatively New,1,0,0,0,0,1,38
flat,sector 79,m3m golfestate,1.4,1400.0,10000.0,,1400.0,,2,2,2,4.0,East,Undefined,1,1,1,0,0,0,83
flat,sector 79,bestech altura,1.72,2150.0,8000.0,,1300.0,2150.0,3,4,3+,5.0,North-East,Relatively New,0,1,0,0,0,1,174
flat,sector 67a,4s aradhya homes,1.9,2144.0,8863.0,,,2200.0,4,4,3,3.0,,New Property,0,0,0,0,0,2,62
flat,sector 43,sanskriti apartments,2.5,1850.0,13513.0,,,1850.0,3,2,3,5.0,East,Old Property,1,0,0,0,0,1,0
flat,sector 102,adani m2k oyster grande,2.35,2775.0,8468.0,,,2598.0,3,3,3,14.0,East,Relatively New,1,1,0,0,0,2,165
house,sector 24,independent,10.0,435.0,229885.0,,435.0,,8,10,3+,1.0,West,Undefined,0,0,0,0,0,1,0
house,sector 25,dlf city plots phase 2,10.55,2700.0,39074.0,2700.0,,,5,6,3+,3.0,East,Moderately Old,1,1,1,1,0,1,131
house,sector 23,independent,2.8,173.0,161849.0,160.0,150.0,,5,5,3+,2.0,North-East,Old Property,0,0,0,1,0,2,74
flat,sector 92,parkwood westend,0.7,1345.0,5204.0,,,1345.0,2,2,3,5.0,,Under Construction,1,0,0,0,0,1,0
flat,sector 104,puri emerald bay,2.3,2450.0,9387.0,,,2450.0,3,4,3+,10.0,North-East,Moderately Old,0,1,0,0,0,1,101
house,sector 12,independent,1.35,1105.0,12222.0,2052.0,,,5,5,1,3.0,,Old Property,0,0,0,0,0,1,31
flat,sector 103,signature global grand iva,0.23,352.0,6527.0,,360.0,,1,1,1,4.0,North-East,Relatively New,0,0,0,0,0,1,23
flat,sector 33,godrej nature plus,1.27,1383.0,9182.0,,,1383.0,2,2,3+,9.0,West,Under Construction,0,0,0,0,0,1,38
flat,sector 85,ss the leaf,2.2,1968.0,11178.0,2390.0,1968.0,2812.0,4,5,3+,4.0,West,Relatively New,0,1,0,1,0,1,174
house,sector 57,independent,3.5,1620.0,21605.0,1620.0,,,4,4,3+,3.0,South,Old Property,0,0,1,0,0,2,67
flat,sector 104,puri emerald bay,1.8,2040.0,8823.0,,,1700.0,2,3,3,23.0,,New Property,0,1,0,0,0,1,36
house,sector 7,independent,3.0,2610.0,11494.0,2610.0,,,7,7,0,3.0,,Undefined,0,0,0,0,0,1,0
flat,sector 37,dlf 76,4.0,3500.0,11428.0,,3500.0,,4,4,2,4.0,,Under Construction,1,1,0,0,0,2,101
flat,sector 33,ashiana anmol,1.1,1275.0,8627.0,1275.0,795.0,,2,2,2,4.0,North-East,Undefined,0,0,0,0,0,1,0
flat,sector 48,central park resort belgravia residences,6.25,2572.0,24300.0,,2880.0,,3,5,3+,5.0,South-East,Moderately Old,0,1,0,0,0,2,49
flat,sector 90,dlf regal gardens,1.78,2215.0,8036.0,2000.0,1650.0,2215.0,4,4,3+,8.0,South,Relatively New,0,0,0,0,0,1,126
house,sector 26,independent,18.25,10000.0,18250.0,,10000.0,,7,9,3+,4.0,East,Relatively New,1,1,1,1,0,2,77
flat,sector 71,signature andour heights,0.37,450.0,8222.0,450.0,366.48,,1,1,2,2.0,North-East,Relatively New,0,0,0,0,0,1,65
flat,sector 95,sidhartha ncr one,0.56,1364.0,4106.0,1364.0,1200.0,,2,2,2,10.0,,Undefined,0,0,0,0,0,1,0
flat,sector 84,antriksh heights,0.54,1211.0,4458.0,,,1200.0,2,2,3+,17.0,North-West,Relatively New,0,0,0,0,0,1,81
flat,sector 63a,birla navya,3.15,2153.0,14632.0,,200.0,,3,3,3,4.0,East,Under Construction,0,0,0,0,1,1,44
house,sector 2,ansals palam vihar,9.0,4680.0,19231.0,4680.0,,,5,5,2,2.0,North,Old Property,1,1,1,1,0,0,110
flat,sector 60,ireo skyon,3.0,2403.0,12484.0,2400.0,2200.0,2403.0,3,3,3,5.0,North-East,Relatively New,0,1,0,0,0,2,174
flat,sector 37c,imperia the esfera,0.86,1578.0,5449.0,,1310.0,1578.0,2,3,3,9.0,South-East,Relatively New,1,0,0,0,1,1,49
flat,sector 37c,imperia aashiyara,0.4,680.0,5882.0,,680.0,,2,2,3,3.0,,Under Construction,0,0,0,0,0,1,126
house,sector 50,independent,10.56,3240.0,32593.0,3240.0,,,5,5,3,3.0,,Moderately Old,0,1,0,0,0,1,20
flat,manesar,hsiidc sidco shivalik apartments,0.85,1666.0,5102.0,,,1666.0,3,2,2,5.0,,Moderately Old,0,0,0,0,0,1,0
house,sector 61,smart world orchard,2.01,1546.0,13000.0,1549.0,,,3,3,3,4.0,North,Under Construction,0,0,0,0,0,1,145
flat,sector 62,pioneer araya,9.95,4739.0,20995.0,,3219.0,4739.0,4,6,3,12.0,South-East,Relatively New,0,1,0,1,0,2,138
house,sector 17,independent,3.0,2700.0,11111.0,,2700.0,,4,4,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 83,vatika lifestyle homes,1.1,1755.0,6267.0,,,1755.0,3,3,2,8.0,South,Relatively New,1,0,1,1,0,2,174
house,sohna road road,cloudnine cottages,5.5,1000.0,55000.0,1000.0,,,3,3,0,1.0,,Moderately Old,0,0,0,0,0,1,0
flat,sector 103,landmark the residency,0.9,1350.0,6666.0,,,1350.0,2,2,2,1.0,South-West,Relatively New,0,0,0,0,0,1,44
flat,sector 86,microtek greenburg,1.3,850.0,15294.0,,850.0,,2,3,3,5.0,North-East,Relatively New,1,0,0,0,0,2,45
flat,sector 89,smart world gems,1.71,1425.0,12000.0,1423.0,,,3,2,0,3.0,,Undefined,0,0,0,0,0,1,45
flat,sector 113,la vida by tata housing,3.72,2660.0,13984.0,,2660.0,,5,4,3+,0.0,,New Property,0,0,0,1,0,0,44
flat,sector 3 phase 2,shyam sadan,0.55,850.0,6470.0,,700.0,,2,2,1,4.0,West,Relatively New,1,0,0,0,0,2,69
flat,sector 92,sare homes,0.8,1523.0,5252.0,,1523.0,,3,3,3,7.0,North-West,Relatively New,1,0,0,0,0,2,80
house,sector 43,independent,2.5,963.0,25960.0,963.0,,,7,7,3,4.0,West,Relatively New,0,0,0,0,1,2,20
flat,sector 65,emaar mgf emerald floors,2.6,1650.0,15758.0,,1650.0,,3,3,3+,3.0,East,Undefined,0,0,0,0,0,1,0
house,sector 82,independent,7.0,3240.0,21605.0,3240.0,,,4,4,3+,1.0,North-East,Relatively New,1,1,0,1,0,2,49
house,sector 7,shivpuri,2.8,2250.0,12444.0,2250.0,,,10,7,3,1.0,,Old Property,1,1,0,1,1,2,0
flat,sector 36,signature global infinity mall,0.41,654.0,6269.0,654.0,,,2,2,3,3.0,,Undefined,0,0,0,0,0,1,0
house,sector 66,emaar mgf marbella,,,,350.0,,,5,5,3+,3.0,East,Relatively New,1,1,0,1,0,2,160
flat,sector 109,ats kocoon,2.22,2095.0,10596.0,1860.0,,2095.0,3,4,3,14.0,East,Relatively New,1,1,1,1,0,1,45
flat,sector 6,divya apartments,0.6,790.0,7594.0,790.0,750.0,,2,2,0,2.0,South-West,Relatively New,0,0,0,0,0,2,15
house,sector 103,independent,2.25,3534.0,6367.0,3534.0,2000.0,,3,5,3+,10.0,South,Undefined,0,0,0,0,0,1,0
flat,sector 92,raheja sampada,0.65,1370.0,4744.0,,,1370.0,3,2,3,6.0,North-East,Relatively New,0,0,0,0,0,1,49
flat,sohna road,eldeco accolade,0.78,1439.0,5422.0,,,1457.0,2,2,2,7.0,North,Relatively New,1,0,0,0,0,2,137
flat,sector 81,lavanya apartments,0.9,1780.0,5056.0,1780.0,,,3,3,0,7.0,,Undefined,0,0,0,0,0,1,0
flat,sector 69,tulip yellow,1.8,1704.0,10563.0,,1704.0,,3,3,3,14.0,East,Under Construction,0,0,0,0,0,1,49
flat,sohna road road,bhemerlei,0.69,1353.0,5100.0,1350.0,,,2,2,2,3.0,,Under Construction,0,0,0,0,0,1,0
flat,sector 65,emaar mgf emerald estate,1.42,1020.0,13921.0,1010.0,750.0,1020.0,2,2,2,6.0,North-East,Relatively New,1,0,0,0,0,2,174
house,sector 70a,bptp visionnaire,5.25,2610.0,20115.0,2610.0,,,5,4,3+,3.0,North-East,New Property,0,1,0,0,0,2,49
flat,sector 82,vatika the seven lamps,1.0,1688.0,5923.0,,,1435.0,2,2,2,11.0,South,Relatively New,1,0,0,0,0,2,90
house,sector 108,sobha city,,,,7331.0,,,5,1,0,1.0,,Old Property,0,0,0,0,0,1,59
flat,sector 85,ss the leaf,1.08,1640.0,6585.0,1200.0,1125.0,1640.0,2,2,3,8.0,North-East,New Property,1,1,1,1,0,2,157
flat,sector 104,godrej summit,1.1,1269.0,8669.0,,,1269.0,2,2,3,16.0,East,Under Construction,0,0,0,0,1,1,88
house,sector 54,suncity township,2.0,646.0,30968.0,60.0,59.0,,9,9,3,11.0,North,Relatively New,0,1,0,0,0,0,7
house,sector 105,independent,0.55,56.0,98214.0,56.0,,,4,4,0,2.0,,Undefined,0,0,0,0,0,1,0
flat,sector 68,m3m the marina,1.45,1508.0,9615.0,,,1508.0,3,2,3+,9.0,,New Property,0,0,0,0,0,1,0
house,sector 66,emaar mgf marbella,18.0,4500.0,40000.0,4500.0,,,5,6,3+,3.0,North-East,Relatively New,1,1,1,1,0,0,153
flat,sector 69,tulip purple,1.8,2000.0,9000.0,2200.0,2000.0,2400.0,4,5,3+,4.0,North-East,Relatively New,0,1,0,0,0,1,165
flat,sector 28,suncity platinum towers,6.2,2685.0,23091.0,2000.0,1900.0,2685.0,3,4,3+,21.0,South,Relatively New,0,1,0,0,0,2,160
flat,sector 99a,conscient habitat,0.27,482.0,5599.0,,484.0,,2,2,1,8.0,South-West,Relatively New,0,0,0,0,1,1,49
flat,sector 65,emaar mgf emerald floors premier,2.65,1650.0,16060.0,,1650.0,,3,3,3,5.0,North,Relatively New,1,1,0,0,0,1,37
flat,sector 85,ss the leaf,1.3,1671.0,7779.0,,1169.0,1671.0,2,2,3+,16.0,East,Relatively New,0,0,1,0,0,1,148
flat,sector 14,essel towers,2.2,1760.0,12500.0,,1760.0,,3,4,3+,3.0,North-West,Undefined,0,0,0,0,0,1,0
flat,sector 95,rof ananda,0.26,380.0,6842.0,,380.0,,1,1,1,8.0,North,New Property,0,0,0,0,0,1,49
